partsid,datalink,parents_partsid,totalcfp
P00822,postgresB,P00274,0.0
P00823,postgresC,P00274,0.0
P00824,postgresC,P00275,0.0
P00825,postgresB,P00275,0.0
P00826,postgresA,P00275,0.0
P00827,postgresA,P00276,0.0
P00828,postgresC,P00276,0.0
P00829,postgresC,P00276,0.0
P00830,postgresC,P00277,0.0
P00831,postgresC,P00277,0.0
P00832,postgresB,P00277,0.0
P00833,postgresA,P00278,0.0
P00834,postgresA,P00278,0.0
P00835,postgresA,P00278,0.0
P00836,postgresA,P00279,0.0
P00837,postgresB,P00279,0.0
P00838,postgresC,P00279,0.0
P00839,postgresB,P00280,0.0
P00840,postgresC,P00280,0.0
P00841,postgresA,P00280,0.0
P00842,postgresB,P00281,0.0
P00843,postgresB,P00281,0.0
P00844,postgresA,P00281,0.0
P00845,postgresA,P00282,0.0
P00846,postgresA,P00282,0.0
P00847,postgresB,P00282,0.0
P00848,postgresC,P00283,0.0
P00849,postgresA,P00283,0.0
P00850,postgresA,P00283,0.0
P00851,postgresC,P00284,0.0
P00852,postgresC,P00284,0.0
P00853,postgresC,P00284,0.0
P00854,postgresC,P00285,0.0
P00855,postgresC,P00285,0.0
P00856,postgresB,P00285,0.0
P00857,postgresB,P00286,0.0
P00858,postgresA,P00286,0.0
P00859,postgresB,P00286,0.0
P00860,postgresA,P00287,0.0
P00861,postgresC,P00287,0.0
P00862,postgresC,P00287,0.0
P00863,postgresB,P00288,0.0
P00864,postgresA,P00288,0.0
P00865,postgresC,P00288,0.0
P00866,postgresA,P00289,0.0
P00867,postgresB,P00289,0.0
P00868,postgresA,P00289,0.0
P00869,postgresC,P00290,0.0
P00870,postgresC,P00290,0.0
P00871,postgresC,P00290,0.0
P00872,postgresC,P00291,0.0
P00873,postgresA,P00291,0.0
P00874,postgresB,P00291,0.0
P00875,postgresB,P00292,0.0
P00876,postgresC,P00292,0.0
P00877,postgresA,P00292,0.0
P00878,postgresA,P00293,0.0
P00879,postgresB,P00293,0.0
P00880,postgresC,P00293,0.0
P00881,postgresB,P00294,0.0
P00882,postgresC,P00294,0.0
P00883,postgresB,P00294,0.0
P00884,postgresA,P00295,0.0
P00885,postgresA,P00295,0.0
P00886,postgresA,P00295,0.0
P00887,postgresA,P00296,0.0
P00888,postgresA,P00296,0.0
P00889,postgresB,P00296,0.0
P00890,postgresA,P00297,0.0
P00891,postgresA,P00297,0.0
P00892,postgresC,P00297,0.0
P00893,postgresC,P00298,0.0
P00894,postgresB,P00298,0.0
P00895,postgresA,P00298,0.0
P00896,postgresB,P00299,0.0
P00897,postgresC,P00299,0.0
P00898,postgresB,P00299,0.0
P00899,postgresA,P00300,0.0
P00900,postgresB,P00300,0.0
P00901,postgresA,P00300,0.0
P00902,postgresC,P00301,0.0
P00903,postgresB,P00301,0.0
P00904,postgresA,P00301,0.0
P00905,postgresA,P00302,0.0
P00906,postgresB,P00302,0.0
P00907,postgresC,P00302,0.0
P00908,postgresB,P00303,0.0
P00909,postgresA,P00303,0.0
P00910,postgresC,P00303,0.0
P00911,postgresB,P00304,0.0
P00912,postgresB,P00304,0.0
P00913,postgresB,P00304,0.0
P00914,postgresA,P00305,0.0
P00915,postgresC,P00305,0.0
P00916,postgresC,P00305,0.0
P00917,postgresB,P00306,0.0
P00918,postgresC,P00306,0.0
P00919,postgresC,P00306,0.0
P00920,postgresC,P00307,0.0
P00921,postgresC,P00307,0.0
P00922,postgresC,P00307,0.0
P00923,postgresB,P00308,0.0
P00924,postgresC,P00308,0.0
P00925,postgresA,P00308,0.0
P00926,postgresB,P00309,0.0
P00927,postgresB,P00309,0.0
P00928,postgresC,P00309,0.0
P00929,postgresB,P00310,0.0
P00930,postgresB,P00310,0.0
P00931,postgresB,P00310,0.0
P00932,postgresB,P00311,0.0
P00933,postgresB,P00311,0.0
P00934,postgresA,P00311,0.0
P00935,postgresA,P00312,0.0
P00936,postgresB,P00312,0.0
P00937,postgresA,P00312,0.0
P00938,postgresB,P00313,0.0
P00939,postgresC,P00313,0.0
P00940,postgresC,P00313,0.0
P00941,postgresA,P00314,0.0
P00942,postgresA,P00314,0.0
P00943,postgresC,P00314,0.0
P00944,postgresC,P00315,0.0
P00945,postgresA,P00315,0.0
P00946,postgresA,P00315,0.0
P00947,postgresA,P00316,0.0
P00948,postgresA,P00316,0.0
P00949,postgresA,P00316,0.0
P00950,postgresC,P00317,0.0
P00951,postgresC,P00317,0.0
P00952,postgresB,P00317,0.0
P00953,postgresC,P00318,0.0
P00954,postgresA,P00318,0.0
P00955,postgresA,P00318,0.0
P00956,postgresB,P00319,0.0
P00957,postgresB,P00319,0.0
P00958,postgresA,P00319,0.0
P00959,postgresB,P00320,0.0
P00960,postgresC,P00320,0.0
P00961,postgresB,P00320,0.0
P00962,postgresB,P00321,0.0
P00963,postgresA,P00321,0.0
P00964,postgresA,P00321,0.0
P00965,postgresB,P00322,0.0
P00966,postgresC,P00322,0.0
P00967,postgresA,P00322,0.0
P00968,postgresB,P00323,0.0
P00969,postgresC,P00323,0.0
P00970,postgresB,P00323,0.0
P00971,postgresB,P00324,0.0
P00972,postgresA,P00324,0.0
P00973,postgresC,P00324,0.0
P00974,postgresC,P00325,0.0
P00975,postgresB,P00325,0.0
P00976,postgresB,P00325,0.0
P00977,postgresC,P00326,0.0
P00978,postgresB,P00326,0.0
P00979,postgresB,P00326,0.0
P00980,postgresA,P00327,0.0
P00981,postgresB,P00327,0.0
P00982,postgresB,P00327,0.0
P00983,postgresC,P00328,0.0
P00984,postgresC,P00328,0.0
P00985,postgresB,P00328,0.0
P00986,postgresB,P00329,0.0
P00987,postgresB,P00329,0.0
P00988,postgresA,P00329,0.0
P00989,postgresB,P00330,0.0
P00990,postgresC,P00330,0.0
P00991,postgresB,P00330,0.0
P00992,postgresC,P00331,0.0
P00993,postgresB,P00331,0.0
P00994,postgresC,P00331,0.0
P00995,postgresC,P00332,0.0
P00996,postgresC,P00332,0.0
P00997,postgresA,P00332,0.0
P00998,postgresA,P00333,0.0
P00999,postgresC,P00333,0.0
P01000,postgresA,P00333,0.0
P01001,postgresA,P00334,0.0
P01002,postgresA,P00334,0.0
P01003,postgresC,P00334,0.0
P01004,postgresB,P00335,0.0
P01005,postgresA,P00335,0.0
P01006,postgresB,P00335,0.0
P01007,postgresC,P00336,0.0
P01008,postgresB,P00336,0.0
P01009,postgresC,P00336,0.0
P01010,postgresB,P00337,0.0
P01011,postgresB,P00337,0.0
P01012,postgresC,P00337,0.0
P01013,postgresC,P00338,0.0
P01014,postgresC,P00338,0.0
P01015,postgresC,P00338,0.0
P01016,postgresA,P00339,0.0
P01017,postgresB,P00339,0.0
P01018,postgresA,P00339,0.0
P01019,postgresC,P00340,0.0
P01020,postgresC,P00340,0.0
P01021,postgresB,P00340,0.0
P01022,postgresC,P00341,0.0
P01023,postgresA,P00341,0.0
P01024,postgresB,P00341,0.0
P01025,postgresA,P00342,0.0
P01026,postgresB,P00342,0.0
P01027,postgresB,P00342,0.0
P01028,postgresB,P00343,0.0
P01029,postgresB,P00343,0.0
P01030,postgresC,P00343,0.0
P01031,postgresA,P00344,0.0
P01032,postgresB,P00344,0.0
P01033,postgresB,P00344,0.0
P01034,postgresC,P00345,0.0
P01035,postgresB,P00345,0.0
P01036,postgresB,P00345,0.0
P01037,postgresB,P00346,0.0
P01038,postgresB,P00346,0.0
P01039,postgresA,P00346,0.0
P01040,postgresC,P00347,0.0
P01041,postgresA,P00347,0.0
P01042,postgresA,P00347,0.0
P01043,postgresA,P00348,0.0
P01044,postgresB,P00348,0.0
P01045,postgresB,P00348,0.0
P01046,postgresC,P00349,0.0
P01047,postgresB,P00349,0.0
P01048,postgresA,P00349,0.0
P01049,postgresC,P00350,0.0
P01050,postgresB,P00350,0.0
P01051,postgresB,P00350,0.0
P01052,postgresC,P00351,0.0
P01053,postgresA,P00351,0.0
P01054,postgresA,P00351,0.0
P01055,postgresA,P00352,0.0
P01056,postgresC,P00352,0.0
P01057,postgresB,P00352,0.0
P01058,postgresA,P00353,0.0
P01059,postgresC,P00353,0.0
P01060,postgresC,P00353,0.0
P01061,postgresB,P00354,0.0
P01062,postgresB,P00354,0.0
P01063,postgresA,P00354,0.0
P01064,postgresA,P00355,0.0
P01065,postgresC,P00355,0.0
P01066,postgresC,P00355,0.0
P01067,postgresB,P00356,0.0
P01068,postgresB,P00356,0.0
P01069,postgresC,P00356,0.0
P01070,postgresA,P00357,0.0
P01071,postgresC,P00357,0.0
P01072,postgresC,P00357,0.0
P01073,postgresC,P00358,0.0
P01074,postgresC,P00358,0.0
P01075,postgresB,P00358,0.0
P01076,postgresA,P00359,0.0
P01077,postgresC,P00359,0.0
P01078,postgresA,P00359,0.0
P01079,postgresB,P00360,0.0
P01080,postgresB,P00360,0.0
P01081,postgresB,P00360,0.0
P01082,postgresA,P00361,0.0
P01083,postgresC,P00361,0.0
P01084,postgresC,P00361,0.0
P01085,postgresC,P00362,0.0
P01086,postgresB,P00362,0.0
P01087,postgresA,P00362,0.0
P01088,postgresC,P00363,0.0
P01089,postgresA,P00363,0.0
P01090,postgresB,P00363,0.0
P01091,postgresB,P00364,0.0
P01092,postgresB,P00364,0.0
P01093,postgresA,P00364,0.0
P01094,postgresB,P00365,0.0
P01095,postgresC,P00365,0.0
P01096,postgresB,P00365,0.0
P01097,postgresB,P00366,0.0
P01098,postgresB,P00366,0.0
P01099,postgresC,P00366,0.0
P01100,postgresB,P00367,0.0
P01101,postgresB,P00367,0.0
P01102,postgresA,P00367,0.0
P01103,postgresC,P00368,0.0
P01104,postgresA,P00368,0.0
P01105,postgresB,P00368,0.0
P01106,postgresB,P00369,0.0
P01107,postgresA,P00369,0.0
P01108,postgresB,P00369,0.0
P01109,postgresA,P00370,0.0
P01110,postgresA,P00370,0.0
P01111,postgresC,P00370,0.0
P01112,postgresC,P00371,0.0
P01113,postgresA,P00371,0.0
P01114,postgresA,P00371,0.0
P01115,postgresC,P00372,0.0
P01116,postgresC,P00372,0.0
P01117,postgresB,P00372,0.0
P01118,postgresA,P00373,0.0
P01119,postgresA,P00373,0.0
P01120,postgresC,P00373,0.0
P01121,postgresC,P00374,0.0
P01122,postgresB,P00374,0.0
P01123,postgresB,P00374,0.0
P01124,postgresB,P00375,0.0
P01125,postgresA,P00375,0.0
P01126,postgresB,P00375,0.0
P01127,postgresB,P00376,0.0
P01128,postgresA,P00376,0.0
P01129,postgresA,P00376,0.0
P01130,postgresA,P00377,0.0
P01131,postgresB,P00377,0.0
P01132,postgresB,P00377,0.0
P01133,postgresC,P00378,0.0
P01134,postgresB,P00378,0.0
P01135,postgresA,P00378,0.0
P01136,postgresC,P00379,0.0
P01137,postgresC,P00379,0.0
P01138,postgresA,P00379,0.0
P01139,postgresB,P00380,0.0
P01140,postgresA,P00380,0.0
P01141,postgresB,P00380,0.0
P01142,postgresA,P00381,0.0
P01143,postgresB,P00381,0.0
P01144,postgresA,P00381,0.0
P01145,postgresA,P00382,0.0
P01146,postgresC,P00382,0.0
P01147,postgresA,P00382,0.0
P01148,postgresA,P00383,0.0
P01149,postgresB,P00383,0.0
P01150,postgresB,P00383,0.0
P01151,postgresC,P00384,0.0
P01152,postgresC,P00384,0.0
P01153,postgresC,P00384,0.0
P01154,postgresA,P00385,0.0
P01155,postgresB,P00385,0.0
P01156,postgresB,P00385,0.0
P01157,postgresA,P00386,0.0
P01158,postgresB,P00386,0.0
P01159,postgresC,P00386,0.0
P01160,postgresA,P00387,0.0
P01161,postgresC,P00387,0.0
P01162,postgresB,P00387,0.0
P01163,postgresB,P00388,0.0
P01164,postgresB,P00388,0.0
P01165,postgresC,P00388,0.0
P01166,postgresB,P00389,0.0
P01167,postgresC,P00389,0.0
P01168,postgresB,P00389,0.0
P01169,postgresC,P00390,0.0
P01170,postgresC,P00390,0.0
P01171,postgresB,P00390,0.0
P01172,postgresB,P00391,0.0
P01173,postgresC,P00391,0.0
P01174,postgresB,P00391,0.0
P01175,postgresA,P00392,0.0
P01176,postgresA,P00392,0.0
P01177,postgresB,P00392,0.0
P01178,postgresC,P00393,0.0
P01179,postgresA,P00393,0.0
P01180,postgresC,P00393,0.0
P01181,postgresB,P00394,0.0
P01182,postgresC,P00394,0.0
P01183,postgresB,P00394,0.0
P01184,postgresA,P00395,0.0
P01185,postgresC,P00395,0.0
P01186,postgresA,P00395,0.0
P01187,postgresC,P00396,0.0
P01188,postgresC,P00396,0.0
P01189,postgresC,P00396,0.0
P01190,postgresC,P00397,0.0
P01191,postgresC,P00397,0.0
P01192,postgresC,P00397,0.0
P01193,postgresB,P00398,0.0
P01194,postgresC,P00398,0.0
P01195,postgresB,P00398,0.0
P01196,postgresB,P00399,0.0
P01197,postgresC,P00399,0.0
P01198,postgresA,P00399,0.0
P01199,postgresC,P00400,0.0
P01200,postgresC,P00400,0.0
P01201,postgresC,P00400,0.0
P01202,postgresA,P00401,0.0
P01203,postgresA,P00401,0.0
P01204,postgresA,P00401,0.0
P01205,postgresA,P00402,0.0
P01206,postgresB,P00402,0.0
P01207,postgresB,P00402,0.0
P01208,postgresB,P00403,0.0
P01209,postgresC,P00403,0.0
P01210,postgresA,P00403,0.0
P01211,postgresB,P00404,0.0
P01212,postgresC,P00404,0.0
P01213,postgresB,P00404,0.0
P01214,postgresA,P00405,0.0
P01215,postgresA,P00405,0.0
P01216,postgresA,P00405,0.0
P01217,postgresA,P00406,0.0
P01218,postgresB,P00406,0.0
P01219,postgresA,P00406,0.0
P01220,postgresC,P00407,0.0
P01221,postgresA,P00407,0.0
P01222,postgresC,P00407,0.0
P01223,postgresC,P00408,0.0
P01224,postgresA,P00408,0.0
P01225,postgresB,P00408,0.0
P01226,postgresB,P00409,0.0
P01227,postgresA,P00409,0.0
P01228,postgresA,P00409,0.0
P01229,postgresA,P00410,0.0
P01230,postgresC,P00410,0.0
P01231,postgresB,P00410,0.0
P01232,postgresB,P00411,0.0
P01233,postgresB,P00411,0.0
P01234,postgresA,P00411,0.0
P01235,postgresC,P00412,0.0
P01236,postgresC,P00412,0.0
P01237,postgresC,P00412,0.0
P01238,postgresA,P00413,0.0
P01239,postgresB,P00413,0.0
P01240,postgresB,P00413,0.0
P01241,postgresC,P00414,0.0
P01242,postgresA,P00414,0.0
P01243,postgresB,P00414,0.0
P01244,postgresC,P00415,0.0
P01245,postgresC,P00415,0.0
P01246,postgresB,P00415,0.0
P01247,postgresC,P00416,0.0
P01248,postgresC,P00416,0.0
P01249,postgresC,P00416,0.0
P01250,postgresC,P00417,0.0
P01251,postgresC,P00417,0.0
P01252,postgresB,P00417,0.0
P01253,postgresB,P00418,0.0
P01254,postgresC,P00418,0.0
P01255,postgresB,P00418,0.0
P01256,postgresA,P00419,0.0
P01257,postgresC,P00419,0.0
P01258,postgresC,P00419,0.0
P01259,postgresA,P00420,0.0
P01260,postgresA,P00420,0.0
P01261,postgresC,P00420,0.0
P01262,postgresA,P00421,0.0
P01263,postgresA,P00421,0.0
P01264,postgresB,P00421,0.0
P01265,postgresB,P00422,0.0
P01266,postgresC,P00422,0.0
P01267,postgresA,P00422,0.0
P01268,postgresB,P00423,0.0
P01269,postgresC,P00423,0.0
P01270,postgresB,P00423,0.0
P01271,postgresB,P00424,0.0
P01272,postgresB,P00424,0.0
P01273,postgresA,P00424,0.0
P01274,postgresB,P00425,0.0
P01275,postgresC,P00425,0.0
P01276,postgresA,P00425,0.0
P01277,postgresA,P00426,0.0
P01278,postgresB,P00426,0.0
P01279,postgresB,P00426,0.0
P01280,postgresB,P00427,0.0
P01281,postgresA,P00427,0.0
P01282,postgresB,P00427,0.0
P01283,postgresC,P00428,0.0
P01284,postgresC,P00428,0.0
P01285,postgresB,P00428,0.0
P01286,postgresC,P00429,0.0
P01287,postgresC,P00429,0.0
P01288,postgresA,P00429,0.0
P01289,postgresB,P00430,0.0
P01290,postgresC,P00430,0.0
P01291,postgresC,P00430,0.0
P01292,postgresC,P00431,0.0
P01293,postgresB,P00431,0.0
P01294,postgresB,P00431,0.0
P01295,postgresB,P00432,0.0
P01296,postgresA,P00432,0.0
P01297,postgresA,P00432,0.0
P01298,postgresC,P00433,0.0
P01299,postgresB,P00433,0.0
P01300,postgresA,P00433,0.0
P01301,postgresB,P00434,0.0
P01302,postgresB,P00434,0.0
P01303,postgresA,P00434,0.0
P01304,postgresA,P00435,0.0
P01305,postgresC,P00435,0.0
P01306,postgresB,P00435,0.0
P01307,postgresA,P00436,0.0
P01308,postgresB,P00436,0.0
P01309,postgresB,P00436,0.0
P01310,postgresB,P00437,0.0
P01311,postgresC,P00437,0.0
P01312,postgresA,P00437,0.0
P01313,postgresA,P00438,0.0
P01314,postgresC,P00438,0.0
P01315,postgresC,P00438,0.0
P01316,postgresA,P00439,0.0
P01317,postgresC,P00439,0.0
P01318,postgresA,P00439,0.0
P01319,postgresA,P00440,0.0
P01320,postgresB,P00440,0.0
P01321,postgresA,P00440,0.0
P01322,postgresB,P00441,0.0
P01323,postgresC,P00441,0.0
P01324,postgresC,P00441,0.0
P01325,postgresC,P00442,0.0
P01326,postgresB,P00442,0.0
P01327,postgresB,P00442,0.0
P01328,postgresB,P00443,0.0
P01329,postgresC,P00443,0.0
P01330,postgresC,P00443,0.0
P01331,postgresA,P00444,0.0
P01332,postgresC,P00444,0.0
P01333,postgresC,P00444,0.0
P01334,postgresA,P00445,0.0
P01335,postgresB,P00445,0.0
P01336,postgresA,P00445,0.0
P01337,postgresA,P00446,0.0
P01338,postgresC,P00446,0.0
P01339,postgresC,P00446,0.0
P01340,postgresB,P00447,0.0
P01341,postgresC,P00447,0.0
P01342,postgresC,P00447,0.0
P01343,postgresB,P00448,0.0
P01344,postgresA,P00448,0.0
P01345,postgresC,P00448,0.0
P01346,postgresC,P00449,0.0
P01347,postgresA,P00449,0.0
P01348,postgresC,P00449,0.0
P01349,postgresC,P00450,0.0
P01350,postgresC,P00450,0.0
P01351,postgresA,P00450,0.0
P01352,postgresC,P00451,0.0
P01353,postgresB,P00451,0.0
P01354,postgresB,P00451,0.0
P01355,postgresC,P00452,0.0
P01356,postgresC,P00452,0.0
P01357,postgresB,P00452,0.0
P01358,postgresA,P00453,0.0
P01359,postgresC,P00453,0.0
P01360,postgresA,P00453,0.0
P01361,postgresA,P00454,0.0
P01362,postgresB,P00454,0.0
P01363,postgresA,P00454,0.0
P01364,postgresC,P00455,0.0
P01365,postgresB,P00455,0.0
P01366,postgresB,P00455,0.0
P01367,postgresC,P00456,0.0
P01368,postgresC,P00456,0.0
P01369,postgresA,P00456,0.0
P01370,postgresC,P00457,0.0
P01371,postgresA,P00457,0.0
P01372,postgresC,P00457,0.0
P01373,postgresA,P00458,0.0
P01374,postgresC,P00458,0.0
P01375,postgresB,P00458,0.0
P01376,postgresA,P00459,0.0
P01377,postgresB,P00459,0.0
P01378,postgresA,P00459,0.0
P01379,postgresB,P00460,0.0
P01380,postgresB,P00460,0.0
P01381,postgresB,P00460,0.0
P01382,postgresC,P00461,0.0
P01383,postgresC,P00461,0.0
P01384,postgresC,P00461,0.0
P01385,postgresC,P00462,0.0
P01386,postgresC,P00462,0.0
P01387,postgresC,P00462,0.0
P01388,postgresC,P00463,0.0
P01389,postgresA,P00463,0.0
P01390,postgresC,P00463,0.0
P01391,postgresB,P00464,0.0
P01392,postgresA,P00464,0.0
P01393,postgresC,P00464,0.0
P01394,postgresA,P00465,0.0
P01395,postgresA,P00465,0.0
P01396,postgresC,P00465,0.0
P01397,postgresB,P00466,0.0
P01398,postgresC,P00466,0.0
P01399,postgresC,P00466,0.0
P01400,postgresC,P00467,0.0
P01401,postgresB,P00467,0.0
P01402,postgresB,P00467,0.0
P01403,postgresB,P00468,0.0
P01404,postgresB,P00468,0.0
P01405,postgresA,P00468,0.0
P01406,postgresC,P00469,0.0
P01407,postgresC,P00469,0.0
P01408,postgresA,P00469,0.0
P01409,postgresC,P00470,0.0
P01410,postgresB,P00470,0.0
P01411,postgresA,P00470,0.0
P01412,postgresA,P00471,0.0
P01413,postgresC,P00471,0.0
P01414,postgresC,P00471,0.0
P01415,postgresC,P00472,0.0
P01416,postgresC,P00472,0.0
P01417,postgresB,P00472,0.0
P01418,postgresC,P00473,0.0
P01419,postgresC,P00473,0.0
P01420,postgresB,P00473,0.0
P01421,postgresB,P00474,0.0
P01422,postgresA,P00474,0.0
P01423,postgresA,P00474,0.0
P01424,postgresA,P00475,0.0
P01425,postgresA,P00475,0.0
P01426,postgresB,P00475,0.0
P01427,postgresC,P00476,0.0
P01428,postgresC,P00476,0.0
P01429,postgresC,P00476,0.0
P01430,postgresA,P00477,0.0
P01431,postgresB,P00477,0.0
P01432,postgresB,P00477,0.0
P01433,postgresC,P00478,0.0
P01434,postgresB,P00478,0.0
P01435,postgresB,P00478,0.0
P01436,postgresC,P00479,0.0
P01437,postgresC,P00479,0.0
P01438,postgresB,P00479,0.0
P01439,postgresA,P00480,0.0
P01440,postgresB,P00480,0.0
P01441,postgresC,P00480,0.0
P01442,postgresB,P00481,0.0
P01443,postgresB,P00481,0.0
P01444,postgresA,P00481,0.0
P01445,postgresC,P00482,0.0
P01446,postgresA,P00482,0.0
P01447,postgresB,P00482,0.0
P01448,postgresB,P00483,0.0
P01449,postgresB,P00483,0.0
P01450,postgresB,P00483,0.0
P01451,postgresB,P00484,0.0
P01452,postgresC,P00484,0.0
P01453,postgresC,P00484,0.0
P01454,postgresB,P00485,0.0
P01455,postgresB,P00485,0.0
P01456,postgresB,P00485,0.0
P01457,postgresA,P00486,0.0
P01458,postgresB,P00486,0.0
P01459,postgresB,P00486,0.0
P01460,postgresC,P00487,0.0
P01461,postgresA,P00487,0.0
P01462,postgresC,P00487,0.0
P01463,postgresC,P00488,0.0
P01464,postgresA,P00488,0.0
P01465,postgresA,P00488,0.0
P01466,postgresC,P00489,0.0
P01467,postgresA,P00489,0.0
P01468,postgresA,P00489,0.0
P01469,postgresB,P00490,0.0
P01470,postgresA,P00490,0.0
P01471,postgresA,P00490,0.0
P01472,postgresC,P00491,0.0
P01473,postgresA,P00491,0.0
P01474,postgresB,P00491,0.0
P01475,postgresC,P00492,0.0
P01476,postgresC,P00492,0.0
P01477,postgresA,P00492,0.0
P01478,postgresA,P00493,0.0
P01479,postgresA,P00493,0.0
P01480,postgresA,P00493,0.0
P01481,postgresA,P00494,0.0
P01482,postgresC,P00494,0.0
P01483,postgresA,P00494,0.0
P01484,postgresA,P00495,0.0
P01485,postgresC,P00495,0.0
P01486,postgresA,P00495,0.0
P01487,postgresA,P00496,0.0
P01488,postgresB,P00496,0.0
P01489,postgresA,P00496,0.0
P01490,postgresA,P00497,0.0
P01491,postgresC,P00497,0.0
P01492,postgresB,P00497,0.0
P01493,postgresB,P00498,0.0
P01494,postgresB,P00498,0.0
P01495,postgresB,P00498,0.0
P01496,postgresA,P00499,0.0
P01497,postgresC,P00499,0.0
P01498,postgresB,P00499,0.0
P01499,postgresA,P00500,0.0
P01500,postgresC,P00500,0.0
P01501,postgresB,P00500,0.0
P01502,postgresB,P00501,0.0
P01503,postgresB,P00501,0.0
P01504,postgresC,P00501,0.0
P01505,postgresC,P00502,0.0
P01506,postgresB,P00502,0.0
P01507,postgresC,P00502,0.0
P01508,postgresC,P00503,0.0
P01509,postgresC,P00503,0.0
P01510,postgresC,P00503,0.0
P01511,postgresB,P00504,0.0
P01512,postgresC,P00504,0.0
P01513,postgresA,P00504,0.0
P01514,postgresA,P00505,0.0
P01515,postgresC,P00505,0.0
P01516,postgresB,P00505,0.0
P01517,postgresB,P00506,0.0
P01518,postgresA,P00506,0.0
P01519,postgresC,P00506,0.0
P01520,postgresA,P00507,0.0
P01521,postgresB,P00507,0.0
P01522,postgresB,P00507,0.0
P01523,postgresB,P00508,0.0
P01524,postgresC,P00508,0.0
P01525,postgresC,P00508,0.0
P01526,postgresB,P00509,0.0
P01527,postgresC,P00509,0.0
P01528,postgresC,P00509,0.0
P01529,postgresB,P00510,0.0
P01530,postgresA,P00510,0.0
P01531,postgresC,P00510,0.0
P01532,postgresC,P00511,0.0
P01533,postgresB,P00511,0.0
P01534,postgresC,P00511,0.0
P01535,postgresA,P00512,0.0
P01536,postgresB,P00512,0.0
P01537,postgresB,P00512,0.0
P01538,postgresB,P00513,0.0
P01539,postgresC,P00513,0.0
P01540,postgresC,P00513,0.0
P01541,postgresB,P00514,0.0
P01542,postgresA,P00514,0.0
P01543,postgresA,P00514,0.0
P01544,postgresB,P00515,0.0
P01545,postgresB,P00515,0.0
P01546,postgresB,P00515,0.0
P01547,postgresC,P00516,0.0
P01548,postgresC,P00516,0.0
P01549,postgresC,P00516,0.0
P01550,postgresC,P00517,0.0
P01551,postgresC,P00517,0.0
