partsid,datalink,cfp,parents_partsid,totalcfp
P00665,postgresB,2.364,P00222,0.0
P00666,postgresA,8.042,P00222,0.0
P00667,postgresB,7.812,P00222,0.0
P00668,postgresA,9.148,P00223,0.0
P00669,postgresB,5.148,P00223,0.0
P00670,postgresB,8.737,P00223,0.0
P00671,postgresA,1.451,P00224,0.0
P00672,postgresC,3.852,P00224,0.0
P00673,postgresA,7.634,P00224,0.0
P00674,postgresB,0.565,P00225,0.0
P00675,postgresB,1.019,P00225,0.0
P00676,postgresA,9.326,P00225,0.0
P00677,postgresB,1.653,P00226,0.0
P00678,postgresA,6.288,P00226,0.0
P00679,postgresB,5.801,P00226,0.0
P00680,postgresA,5.073,P00227,0.0
P00681,postgresA,9.629,P00227,0.0
P00682,postgresA,0.028,P00227,0.0
P00683,postgresC,8.021,P00228,0.0
P00684,postgresB,5.174,P00228,0.0
P00685,postgresA,5.522,P00228,0.0
P00686,postgresC,0.719,P00229,0.0
P00687,postgresB,2.186,P00229,0.0
P00688,postgresB,1.81,P00229,0.0
P00689,postgresC,1.234,P00230,0.0
P00690,postgresB,5.809,P00230,0.0
P00691,postgresA,3.292,P00230,0.0
P00692,postgresC,4.251,P00231,0.0
P00693,postgresC,0.305,P00231,0.0
P00694,postgresA,0.958,P00231,0.0
P00695,postgresA,6.095,P00232,0.0
P00696,postgresB,7.316,P00232,0.0
P00697,postgresA,7.743,P00232,0.0
P00698,postgresB,6.703,P00233,0.0
P00699,postgresA,4.578,P00233,0.0
P00700,postgresB,3.601,P00233,0.0
P00701,postgresB,2.179,P00234,0.0
P00702,postgresA,2.848,P00234,0.0
P00703,postgresC,7.89,P00234,0.0
P00704,postgresB,5.464,P00235,0.0
P00705,postgresB,7.042,P00235,0.0
P00706,postgresC,8.743,P00235,0.0
P00707,postgresC,3.544,P00236,0.0
P00708,postgresB,6.424,P00236,0.0
P00709,postgresB,3.783,P00236,0.0
P00710,postgresB,7.864,P00237,0.0
P00711,postgresC,9.068,P00237,0.0
P00712,postgresB,0.267,P00237,0.0
P00713,postgresA,4.693,P00238,0.0
P00714,postgresA,9.182,P00238,0.0
P00715,postgresC,4.549,P00238,0.0
P00716,postgresC,2.707,P00239,0.0
P00717,postgresA,5.485,P00239,0.0
P00718,postgresB,1.29,P00239,0.0
P00719,postgresB,5.248,P00240,0.0
P00720,postgresA,1.395,P00240,0.0
P00721,postgresB,8.543,P00240,0.0
P00722,postgresB,3.814,P00241,0.0
P00723,postgresC,3.482,P00241,0.0
P00724,postgresC,4.717,P00241,0.0
P00725,postgresC,7.817,P00242,0.0
P00726,postgresA,0.046,P00242,0.0
P00727,postgresB,1.634,P00242,0.0
P00728,postgresA,8.043,P00243,0.0
P00729,postgresB,4.304,P00243,0.0
P00730,postgresA,8.846,P00243,0.0
P00731,postgresA,9.216,P00244,0.0
P00732,postgresC,1.031,P00244,0.0
P00733,postgresC,4.867,P00244,0.0
P00734,postgresA,6.369,P00245,0.0
P00735,postgresA,1.375,P00245,0.0
P00736,postgresC,7.856,P00245,0.0
P00737,postgresC,0.647,P00246,0.0
P00738,postgresC,1.478,P00246,0.0
P00739,postgresA,1.701,P00246,0.0
P00740,postgresB,2.172,P00247,0.0
P00741,postgresC,0.073,P00247,0.0
P00742,postgresC,2.815,P00247,0.0
P00743,postgresA,4.036,P00248,0.0
P00744,postgresA,2.789,P00248,0.0
P00745,postgresC,7.464,P00248,0.0
P00746,postgresC,9.423,P00249,0.0
P00747,postgresB,1.796,P00249,0.0
P00748,postgresC,5.506,P00249,0.0
P00749,postgresC,4.694,P00250,0.0
P00750,postgresA,8.006,P00250,0.0
P00751,postgresA,6.224,P00250,0.0
P00752,postgresB,7.695,P00251,0.0
P00753,postgresB,3.488,P00251,0.0
P00754,postgresB,1.242,P00251,0.0
P00755,postgresC,2.288,P00252,0.0
P00756,postgresC,0.806,P00252,0.0
P00757,postgresA,6.839,P00252,0.0
P00758,postgresC,1.569,P00253,0.0
P00759,postgresC,8.383,P00253,0.0
P00760,postgresA,3.287,P00253,0.0
P00761,postgresA,8.352,P00254,0.0
P00762,postgresC,8.988,P00254,0.0
P00763,postgresB,8.457,P00254,0.0
P00764,postgresB,0.518,P00255,0.0
P00765,postgresC,8.552,P00255,0.0
P00766,postgresB,2.953,P00255,0.0
P00767,postgresB,2.176,P00256,0.0
P00768,postgresC,2.112,P00256,0.0
P00769,postgresC,6.376,P00256,0.0
P00770,postgresA,5.179,P00257,0.0
P00771,postgresB,0.189,P00257,0.0
P00772,postgresC,5.476,P00257,0.0
P00773,postgresB,4.549,P00258,0.0
P00774,postgresA,2.819,P00258,0.0
P00775,postgresA,6.182,P00258,0.0
P00776,postgresC,4.983,P00259,0.0
P00777,postgresC,7.223,P00259,0.0
P00778,postgresA,8.607,P00259,0.0
P00779,postgresB,0.898,P00260,0.0
P00780,postgresA,4.233,P00260,0.0
P00781,postgresC,8.383,P00260,0.0
P00782,postgresA,4.132,P00261,0.0
P00783,postgresC,9.31,P00261,0.0
P00784,postgresC,7.62,P00261,0.0
P00785,postgresA,6.858,P00262,0.0
P00786,postgresA,1.417,P00262,0.0
P00787,postgresC,5.331,P00262,0.0
P00788,postgresA,5.567,P00263,0.0
P00789,postgresA,8.283,P00263,0.0
P00790,postgresB,4.641,P00263,0.0
P00791,postgresC,4.201,P00264,0.0
P00792,postgresB,1.906,P00264,0.0
P00793,postgresC,6.391,P00264,0.0
P00794,postgresA,3.304,P00265,0.0
P00795,postgresC,0.695,P00265,0.0
P00796,postgresC,1.581,P00265,0.0
P00797,postgresA,5.722,P00266,0.0
P00798,postgresA,7.477,P00266,0.0
P00799,postgresB,6.739,P00266,0.0
P00800,postgresA,5.351,P00267,0.0
P00801,postgresB,9.797,P00267,0.0
P00802,postgresB,6.471,P00267,0.0
P00803,postgresC,2.197,P00268,0.0
P00804,postgresC,6.287,P00268,0.0
P00805,postgresA,6.203,P00268,0.0
P00806,postgresC,1.826,P00269,0.0
P00807,postgresA,5.592,P00269,0.0
P00808,postgresB,2.48,P00269,0.0
P00809,postgresC,1.159,P00270,0.0
P00810,postgresA,6.871,P00270,0.0
P00811,postgresB,8.695,P00270,0.0
P00812,postgresC,4.836,P00271,0.0
P00813,postgresA,0.521,P00271,0.0
P00814,postgresA,1.354,P00271,0.0
P00815,postgresB,7.953,P00272,0.0
P00816,postgresB,4.49,P00272,0.0
P00817,postgresC,1.917,P00272,0.0
P00818,postgresA,0.947,P00273,0.0
P00819,postgresB,4.485,P00273,0.0
P00820,postgresC,7.711,P00273,0.0
P00821,postgresA,7.838,P00274,0.0
P00822,postgresB,2.195,P00274,0.0
P00823,postgresA,6.238,P00274,0.0
P00824,postgresC,2.836,P00275,0.0
P00825,postgresA,7.136,P00275,0.0
P00826,postgresA,6.12,P00275,0.0
P00827,postgresA,3.437,P00276,0.0
P00828,postgresA,0.984,P00276,0.0
P00829,postgresC,5.981,P00276,0.0
P00830,postgresC,2.891,P00277,0.0
P00831,postgresC,5.694,P00277,0.0
P00832,postgresB,4.961,P00277,0.0
P00833,postgresA,0.871,P00278,0.0
P00834,postgresA,9.39,P00278,0.0
P00835,postgresC,6.498,P00278,0.0
P00836,postgresB,5.79,P00279,0.0
P00837,postgresA,0.558,P00279,0.0
P00838,postgresB,4.959,P00279,0.0
P00839,postgresA,1.224,P00280,0.0
P00840,postgresC,7.07,P00280,0.0
P00841,postgresC,6.892,P00280,0.0
P00842,postgresA,7.105,P00281,0.0
P00843,postgresC,4.009,P00281,0.0
P00844,postgresB,8.866,P00281,0.0
P00845,postgresA,2.512,P00282,0.0
P00846,postgresB,7.894,P00282,0.0
P00847,postgresB,4.779,P00282,0.0
P00848,postgresB,7.291,P00283,0.0
P00849,postgresC,2.438,P00283,0.0
P00850,postgresA,4.325,P00283,0.0
P00851,postgresB,0.567,P00284,0.0
P00852,postgresB,9.65,P00284,0.0
P00853,postgresB,3.147,P00284,0.0
P00854,postgresA,9.865,P00285,0.0
P00855,postgresA,1.427,P00285,0.0
P00856,postgresB,1.7,P00285,0.0
P00857,postgresB,9.563,P00286,0.0
P00858,postgresB,6.718,P00286,0.0
P00859,postgresA,0.988,P00286,0.0
P00860,postgresB,1.161,P00287,0.0
P00861,postgresC,1.749,P00287,0.0
P00862,postgresA,4.076,P00287,0.0
P00863,postgresA,5.128,P00288,0.0
P00864,postgresC,7.161,P00288,0.0
P00865,postgresB,3.138,P00288,0.0
P00866,postgresB,0.759,P00289,0.0
P00867,postgresB,9.46,P00289,0.0
P00868,postgresA,1.708,P00289,0.0
P00869,postgresC,3.739,P00290,0.0
P00870,postgresC,6.529,P00290,0.0
P00871,postgresC,0.523,P00290,0.0
P00872,postgresB,7.303,P00291,0.0
P00873,postgresB,0.301,P00291,0.0
P00874,postgresB,6.366,P00291,0.0
P00875,postgresA,3.122,P00292,0.0
P00876,postgresA,1.93,P00292,0.0
P00877,postgresC,3.201,P00292,0.0
P00878,postgresB,9.458,P00293,0.0
P00879,postgresA,5.438,P00293,0.0
P00880,postgresB,2.032,P00293,0.0
P00881,postgresC,4.593,P00294,0.0
P00882,postgresA,3.707,P00294,0.0
P00883,postgresA,3.377,P00294,0.0
P00884,postgresA,7.135,P00295,0.0
P00885,postgresB,1.928,P00295,0.0
P00886,postgresB,6.71,P00295,0.0
P00887,postgresB,3.184,P00296,0.0
P00888,postgresC,8.324,P00296,0.0
P00889,postgresA,8.292,P00296,0.0
P00890,postgresA,1.093,P00297,0.0
P00891,postgresA,5.467,P00297,0.0
P00892,postgresC,0.612,P00297,0.0
P00893,postgresA,2.964,P00298,0.0
P00894,postgresA,1.879,P00298,0.0
P00895,postgresA,8.834,P00298,0.0
P00896,postgresA,4.014,P00299,0.0
P00897,postgresA,5.631,P00299,0.0
P00898,postgresB,5.371,P00299,0.0
P00899,postgresA,9.81,P00300,0.0
P00900,postgresA,2.064,P00300,0.0
P00901,postgresB,2.131,P00300,0.0
P00902,postgresC,7.938,P00301,0.0
P00903,postgresA,0.224,P00301,0.0
P00904,postgresA,7.493,P00301,0.0
P00905,postgresC,7.908,P00302,0.0
P00906,postgresC,0.87,P00302,0.0
P00907,postgresB,8.702,P00302,0.0
P00908,postgresC,0.952,P00303,0.0
P00909,postgresB,1.226,P00303,0.0
P00910,postgresB,7.066,P00303,0.0
P00911,postgresC,6.725,P00304,0.0
P00912,postgresB,7.782,P00304,0.0
P00913,postgresB,5.961,P00304,0.0
P00914,postgresB,2.936,P00305,0.0
P00915,postgresB,7.694,P00305,0.0
P00916,postgresA,5.431,P00305,0.0
P00917,postgresB,8.229,P00306,0.0
P00918,postgresA,4.231,P00306,0.0
P00919,postgresC,2.531,P00306,0.0
P00920,postgresB,9.047,P00307,0.0
P00921,postgresB,5.526,P00307,0.0
P00922,postgresC,0.762,P00307,0.0
P00923,postgresB,8.414,P00308,0.0
P00924,postgresA,3.623,P00308,0.0
P00925,postgresA,5.157,P00308,0.0
P00926,postgresA,4.79,P00309,0.0
P00927,postgresB,8.754,P00309,0.0
P00928,postgresB,6.402,P00309,0.0
P00929,postgresC,0.538,P00310,0.0
P00930,postgresC,0.503,P00310,0.0
P00931,postgresB,9.057,P00310,0.0
P00932,postgresA,8.713,P00311,0.0
P00933,postgresB,4.414,P00311,0.0
P00934,postgresA,5.186,P00311,0.0
P00935,postgresC,5.069,P00312,0.0
P00936,postgresC,3.475,P00312,0.0
P00937,postgresC,7.534,P00312,0.0
P00938,postgresA,8.06,P00313,0.0
P00939,postgresC,5.555,P00313,0.0
P00940,postgresC,8.729,P00313,0.0
P00941,postgresA,9.024,P00314,0.0
P00942,postgresA,9.72,P00314,0.0
P00943,postgresB,6.772,P00314,0.0
P00944,postgresA,1.955,P00315,0.0
P00945,postgresA,0.76,P00315,0.0
P00946,postgresC,9.128,P00315,0.0
P00947,postgresC,9.203,P00316,0.0
P00948,postgresC,2.168,P00316,0.0
P00949,postgresB,4.842,P00316,0.0
P00950,postgresA,4.943,P00317,0.0
P00951,postgresA,5.652,P00317,0.0
P00952,postgresB,3.794,P00317,0.0
P00953,postgresC,5.737,P00318,0.0
P00954,postgresC,5.546,P00318,0.0
P00955,postgresA,0.155,P00318,0.0
P00956,postgresB,5.672,P00319,0.0
P00957,postgresC,0.234,P00319,0.0
P00958,postgresB,4.995,P00319,0.0
P00959,postgresC,7.939,P00320,0.0
P00960,postgresA,3.232,P00320,0.0
P00961,postgresC,7.065,P00320,0.0
P00962,postgresB,0.308,P00321,0.0
P00963,postgresA,0.016,P00321,0.0
P00964,postgresC,9.38,P00321,0.0
P00965,postgresA,3.845,P00322,0.0
P00966,postgresC,4.431,P00322,0.0
P00967,postgresB,6.491,P00322,0.0
P00968,postgresB,6.24,P00323,0.0
P00969,postgresC,4.909,P00323,0.0
P00970,postgresA,5.247,P00323,0.0
P00971,postgresC,3.77,P00324,0.0
P00972,postgresB,3.083,P00324,0.0
P00973,postgresC,3.931,P00324,0.0
P00974,postgresC,1.004,P00325,0.0
P00975,postgresC,9.085,P00325,0.0
P00976,postgresA,6.74,P00325,0.0
P00977,postgresB,2.808,P00326,0.0
P00978,postgresA,4.905,P00326,0.0
P00979,postgresC,0.464,P00326,0.0
P00980,postgresB,8.63,P00327,0.0
P00981,postgresC,7.012,P00327,0.0
P00982,postgresB,0.14,P00327,0.0
P00983,postgresC,8.963,P00328,0.0
P00984,postgresC,8.469,P00328,0.0
P00985,postgresA,8.097,P00328,0.0
P00986,postgresC,0.874,P00329,0.0
P00987,postgresA,6.793,P00329,0.0
P00988,postgresB,4.486,P00329,0.0
P00989,postgresA,1.332,P00330,0.0
P00990,postgresA,4.938,P00330,0.0
P00991,postgresA,9.307,P00330,0.0
P00992,postgresA,4.934,P00331,0.0
P00993,postgresA,1.733,P00331,0.0
P00994,postgresC,6.976,P00331,0.0
P00995,postgresC,6.176,P00332,0.0
P00996,postgresC,5.476,P00332,0.0
P00997,postgresB,2.772,P00332,0.0
P00998,postgresC,5.825,P00333,0.0
P00999,postgresC,7.647,P00333,0.0
P01000,postgresC,5.478,P00333,0.0
P01001,postgresB,3.262,P00334,0.0
P01002,postgresB,2.755,P00334,0.0
P01003,postgresB,3.627,P00334,0.0
P01004,postgresB,4.408,P00335,0.0
P01005,postgresB,5.745,P00335,0.0
P01006,postgresC,2.752,P00335,0.0
P01007,postgresC,6.123,P00336,0.0
P01008,postgresB,8.604,P00336,0.0
P01009,postgresA,7.736,P00336,0.0
P01010,postgresB,2.284,P00337,0.0
P01011,postgresB,8.53,P00337,0.0
P01012,postgresA,3.707,P00337,0.0
P01013,postgresB,1.751,P00338,0.0
P01014,postgresC,2.905,P00338,0.0
P01015,postgresC,9.04,P00338,0.0
P01016,postgresB,9.556,P00339,0.0
P01017,postgresC,0.871,P00339,0.0
P01018,postgresC,3.839,P00339,0.0
P01019,postgresB,6.859,P00340,0.0
P01020,postgresA,7.606,P00340,0.0
P01021,postgresB,3.707,P00340,0.0
P01022,postgresB,1.308,P00341,0.0
P01023,postgresC,6.926,P00341,0.0
P01024,postgresA,7.733,P00341,0.0
P01025,postgresA,1.962,P00342,0.0
P01026,postgresA,3.012,P00342,0.0
P01027,postgresC,3.834,P00342,0.0
P01028,postgresA,6.014,P00343,0.0
P01029,postgresC,9.269,P00343,0.0
P01030,postgresA,9.5,P00343,0.0
P01031,postgresA,2.929,P00344,0.0
P01032,postgresB,6.348,P00344,0.0
P01033,postgresC,3.625,P00344,0.0
P01034,postgresA,1.992,P00345,0.0
P01035,postgresC,0.681,P00345,0.0
P01036,postgresB,2.17,P00345,0.0
P01037,postgresB,1.022,P00346,0.0
P01038,postgresC,1.963,P00346,0.0
P01039,postgresB,9.838,P00346,0.0
P01040,postgresB,0.129,P00347,0.0
P01041,postgresA,7.455,P00347,0.0
P01042,postgresC,4.624,P00347,0.0
P01043,postgresC,3.029,P00348,0.0
P01044,postgresB,4.209,P00348,0.0
P01045,postgresB,7.165,P00348,0.0
P01046,postgresB,8.952,P00349,0.0
P01047,postgresA,3.898,P00349,0.0
P01048,postgresB,9.303,P00349,0.0
P01049,postgresC,6.93,P00350,0.0
P01050,postgresA,4.143,P00350,0.0
P01051,postgresC,4.468,P00350,0.0
P01052,postgresC,7.121,P00351,0.0
P01053,postgresB,9.712,P00351,0.0
P01054,postgresB,4.132,P00351,0.0
P01055,postgresA,5.7,P00352,0.0
P01056,postgresC,2.85,P00352,0.0
P01057,postgresB,5.415,P00352,0.0
P01058,postgresC,6.619,P00353,0.0
P01059,postgresA,9.857,P00353,0.0
P01060,postgresB,9.791,P00353,0.0
P01061,postgresC,8.235,P00354,0.0
P01062,postgresC,8.838,P00354,0.0
P01063,postgresB,5.179,P00354,0.0
P01064,postgresA,6.697,P00355,0.0
P01065,postgresC,7.956,P00355,0.0
P01066,postgresC,4.108,P00355,0.0
P01067,postgresA,1.037,P00356,0.0
P01068,postgresA,2.395,P00356,0.0
P01069,postgresC,1.214,P00356,0.0
P01070,postgresB,8.318,P00357,0.0
P01071,postgresB,7.993,P00357,0.0
P01072,postgresA,7.14,P00357,0.0
P01073,postgresB,6.208,P00358,0.0
P01074,postgresA,3.8,P00358,0.0
P01075,postgresA,3.63,P00358,0.0
P01076,postgresA,5.102,P00359,0.0
P01077,postgresA,3.848,P00359,0.0
P01078,postgresC,7.462,P00359,0.0
P01079,postgresA,2.366,P00360,0.0
P01080,postgresA,0.602,P00360,0.0
P01081,postgresA,9.53,P00360,0.0
P01082,postgresA,9.834,P00361,0.0
P01083,postgresC,0.337,P00361,0.0
P01084,postgresA,4.349,P00361,0.0
P01085,postgresC,8.565,P00362,0.0
P01086,postgresA,6.705,P00362,0.0
P01087,postgresB,1.894,P00362,0.0
P01088,postgresA,4.853,P00363,0.0
P01089,postgresC,5.228,P00363,0.0
P01090,postgresC,6.293,P00363,0.0
P01091,postgresC,6.402,P00364,0.0
P01092,postgresB,1.691,P00364,0.0
P01093,postgresC,0.714,P00364,0.0
P01094,postgresC,0.067,P00365,0.0
P01095,postgresA,7.747,P00365,0.0
P01096,postgresB,4.812,P00365,0.0
P01097,postgresB,4.24,P00366,0.0
P01098,postgresC,3.579,P00366,0.0
P01099,postgresA,1.035,P00366,0.0
P01100,postgresA,4.207,P00367,0.0
P01101,postgresA,0.479,P00367,0.0
P01102,postgresB,4.139,P00367,0.0
P01103,postgresC,8.827,P00368,0.0
P01104,postgresB,0.876,P00368,0.0
P01105,postgresB,7.437,P00368,0.0
P01106,postgresA,4.462,P00369,0.0
P01107,postgresB,0.292,P00369,0.0
P01108,postgresA,3.415,P00369,0.0
P01109,postgresA,7.096,P00370,0.0
P01110,postgresC,9.838,P00370,0.0
P01111,postgresB,8.649,P00370,0.0
P01112,postgresC,6.934,P00371,0.0
P01113,postgresB,9.464,P00371,0.0
P01114,postgresA,8.059,P00371,0.0
P01115,postgresB,8.508,P00372,0.0
P01116,postgresC,7.493,P00372,0.0
P01117,postgresB,2.824,P00372,0.0
P01118,postgresB,6.763,P00373,0.0
P01119,postgresB,8.867,P00373,0.0
P01120,postgresA,9.486,P00373,0.0
P01121,postgresA,6.371,P00374,0.0
P01122,postgresA,5.927,P00374,0.0
P01123,postgresA,2.468,P00374,0.0
P01124,postgresB,7.94,P00375,0.0
P01125,postgresA,7.721,P00375,0.0
P01126,postgresC,2.567,P00375,0.0
P01127,postgresB,0.708,P00376,0.0
P01128,postgresB,1.081,P00376,0.0
P01129,postgresA,3.381,P00376,0.0
P01130,postgresB,7.448,P00377,0.0
P01131,postgresA,7.635,P00377,0.0
P01132,postgresA,8.686,P00377,0.0
P01133,postgresB,7.885,P00378,0.0
P01134,postgresB,4.272,P00378,0.0
P01135,postgresC,8.836,P00378,0.0
P01136,postgresC,9.604,P00379,0.0
P01137,postgresA,4.553,P00379,0.0
P01138,postgresC,5.901,P00379,0.0
P01139,postgresA,0.684,P00380,0.0
P01140,postgresB,3.613,P00380,0.0
P01141,postgresB,1.437,P00380,0.0
P01142,postgresA,2.732,P00381,0.0
P01143,postgresB,8.632,P00381,0.0
P01144,postgresA,6.505,P00381,0.0
P01145,postgresC,5.289,P00382,0.0
P01146,postgresB,4.081,P00382,0.0
P01147,postgresA,9.898,P00382,0.0
P01148,postgresC,3.167,P00383,0.0
P01149,postgresB,7.527,P00383,0.0
P01150,postgresA,8.17,P00383,0.0
P01151,postgresA,7.574,P00384,0.0
P01152,postgresB,8.7,P00384,0.0
P01153,postgresA,8.623,P00384,0.0
P01154,postgresC,0.681,P00385,0.0
P01155,postgresC,2.362,P00385,0.0
P01156,postgresB,7.307,P00385,0.0
P01157,postgresA,8.431,P00386,0.0
P01158,postgresA,3.967,P00386,0.0
P01159,postgresA,8.44,P00386,0.0
P01160,postgresC,3.735,P00387,0.0
P01161,postgresC,2.879,P00387,0.0
P01162,postgresC,7.227,P00387,0.0
P01163,postgresB,3.108,P00388,0.0
P01164,postgresB,6.195,P00388,0.0
P01165,postgresC,6.832,P00388,0.0
P01166,postgresB,6.667,P00389,0.0
P01167,postgresB,4.367,P00389,0.0
P01168,postgresC,4.914,P00389,0.0
P01169,postgresB,0.477,P00390,0.0
P01170,postgresB,3.679,P00390,0.0
P01171,postgresC,3.966,P00390,0.0
P01172,postgresB,0.46,P00391,0.0
P01173,postgresA,8.372,P00391,0.0
P01174,postgresB,1.159,P00391,0.0
P01175,postgresA,9.308,P00392,0.0
P01176,postgresC,4.854,P00392,0.0
P01177,postgresC,9.154,P00392,0.0
P01178,postgresB,6.623,P00393,0.0
P01179,postgresC,2.508,P00393,0.0
P01180,postgresB,3.653,P00393,0.0
P01181,postgresA,5.64,P00394,0.0
P01182,postgresC,3.38,P00394,0.0
P01183,postgresC,3.485,P00394,0.0
P01184,postgresB,7.723,P00395,0.0
P01185,postgresB,4.566,P00395,0.0
P01186,postgresA,3.982,P00395,0.0
P01187,postgresC,3.103,P00396,0.0
P01188,postgresB,5.644,P00396,0.0
P01189,postgresC,1.598,P00396,0.0
P01190,postgresA,9.589,P00397,0.0
P01191,postgresB,1.685,P00397,0.0
P01192,postgresC,3.802,P00397,0.0
P01193,postgresC,2.245,P00398,0.0
P01194,postgresA,8.029,P00398,0.0
P01195,postgresB,6.156,P00398,0.0
P01196,postgresB,5.331,P00399,0.0
P01197,postgresC,2.544,P00399,0.0
P01198,postgresA,3.196,P00399,0.0
P01199,postgresB,3.362,P00400,0.0
P01200,postgresC,7.549,P00400,0.0
P01201,postgresA,9.728,P00400,0.0
P01202,postgresA,8.717,P00401,0.0
P01203,postgresC,9.781,P00401,0.0
P01204,postgresC,1.754,P00401,0.0
P01205,postgresC,0.906,P00402,0.0
P01206,postgresA,4.086,P00402,0.0
P01207,postgresA,5.342,P00402,0.0
P01208,postgresB,4.428,P00403,0.0
P01209,postgresA,0.065,P00403,0.0
P01210,postgresC,3.401,P00403,0.0
P01211,postgresA,7.388,P00404,0.0
P01212,postgresB,9.191,P00404,0.0
P01213,postgresC,3.698,P00404,0.0
P01214,postgresB,2.412,P00405,0.0
P01215,postgresA,7.39,P00405,0.0
P01216,postgresA,5.825,P00405,0.0
P01217,postgresA,3.185,P00406,0.0
P01218,postgresA,9.0,P00406,0.0
P01219,postgresA,7.257,P00406,0.0
P01220,postgresB,1.084,P00407,0.0
P01221,postgresA,6.681,P00407,0.0
P01222,postgresA,9.715,P00407,0.0
P01223,postgresB,0.307,P00408,0.0
P01224,postgresC,6.391,P00408,0.0
P01225,postgresB,6.654,P00408,0.0
P01226,postgresA,7.07,P00409,0.0
P01227,postgresB,7.145,P00409,0.0
P01228,postgresC,1.759,P00409,0.0
P01229,postgresC,2.041,P00410,0.0
P01230,postgresC,3.289,P00410,0.0
P01231,postgresA,9.266,P00410,0.0
P01232,postgresA,3.162,P00411,0.0
P01233,postgresC,8.944,P00411,0.0
P01234,postgresC,6.754,P00411,0.0
P01235,postgresC,0.34,P00412,0.0
P01236,postgresB,1.805,P00412,0.0
P01237,postgresA,5.983,P00412,0.0
P01238,postgresC,3.085,P00413,0.0
P01239,postgresB,0.053,P00413,0.0
P01240,postgresB,2.17,P00413,0.0
P01241,postgresB,5.257,P00414,0.0
P01242,postgresC,0.571,P00414,0.0
P01243,postgresC,0.518,P00414,0.0
P01244,postgresC,3.267,P00415,0.0
P01245,postgresA,6.2,P00415,0.0
P01246,postgresC,7.677,P00415,0.0
P01247,postgresB,2.124,P00416,0.0
P01248,postgresB,0.61,P00416,0.0
P01249,postgresA,8.328,P00416,0.0
P01250,postgresB,6.665,P00417,0.0
P01251,postgresC,0.552,P00417,0.0
P01252,postgresB,0.382,P00417,0.0
P01253,postgresC,4.672,P00418,0.0
P01254,postgresA,9.544,P00418,0.0
P01255,postgresA,7.759,P00418,0.0
P01256,postgresB,0.536,P00419,0.0
P01257,postgresA,0.441,P00419,0.0
P01258,postgresC,4.755,P00419,0.0
P01259,postgresB,7.287,P00420,0.0
P01260,postgresA,5.327,P00420,0.0
P01261,postgresC,5.599,P00420,0.0
P01262,postgresA,3.861,P00421,0.0
P01263,postgresB,1.059,P00421,0.0
P01264,postgresA,4.618,P00421,0.0
P01265,postgresC,0.163,P00422,0.0
P01266,postgresC,8.003,P00422,0.0
P01267,postgresB,2.522,P00422,0.0
P01268,postgresC,0.965,P00423,0.0
P01269,postgresC,6.133,P00423,0.0
P01270,postgresB,1.146,P00423,0.0
P01271,postgresC,9.172,P00424,0.0
P01272,postgresA,9.994,P00424,0.0
P01273,postgresB,0.542,P00424,0.0
P01274,postgresB,8.275,P00425,0.0
P01275,postgresB,9.662,P00425,0.0
P01276,postgresA,5.319,P00425,0.0
P01277,postgresB,7.752,P00426,0.0
P01278,postgresA,1.67,P00426,0.0
P01279,postgresC,5.506,P00426,0.0
P01280,postgresB,6.236,P00427,0.0
P01281,postgresB,0.821,P00427,0.0
P01282,postgresA,1.076,P00427,0.0
P01283,postgresC,7.243,P00428,0.0
P01284,postgresA,6.849,P00428,0.0
P01285,postgresA,8.812,P00428,0.0
P01286,postgresB,6.34,P00429,0.0
P01287,postgresB,2.61,P00429,0.0
P01288,postgresA,7.453,P00429,0.0
P01289,postgresB,4.052,P00430,0.0
