partsid,datalink,parents_partsid
P01075,postgresA,P00358
P01076,postgresA,P00359
P01077,postgresA,P00359
P01078,postgresC,P00359
P01079,postgresA,P00360
P01080,postgresA,P00360
P01081,postgresA,P00360
P01082,postgresA,P00361
P01083,postgresC,P00361
P01084,postgresA,P00361
P01085,postgresC,P00362
P01086,postgresA,P00362
P01087,postgresB,P00362
P01088,postgresA,P00363
P01089,postgresC,P00363
P01090,postgresC,P00363
P01091,postgresC,P00364
P01092,postgresB,P00364
P01093,postgresC,P00364
P01094,postgresC,P00365
P01095,postgresA,P00365
P01096,postgresB,P00365
P01097,postgresB,P00366
P01098,postgresC,P00366
P01099,postgresA,P00366
P01100,postgresA,P00367
P01101,postgresA,P00367
P01102,postgresB,P00367
P01103,postgresC,P00368
P01104,postgresB,P00368
P01105,postgresB,P00368
P01106,postgresA,P00369
P01107,postgresB,P00369
P01108,postgresA,P00369
P01109,postgresA,P00370
P01110,postgresC,P00370
P01111,postgresB,P00370
P01112,postgresC,P00371
P01113,postgresB,P00371
P01114,postgresA,P00371
P01115,postgresB,P00372
P01116,postgresC,P00372
P01117,postgresB,P00372
P01118,postgresB,P00373
P01119,postgresB,P00373
P01120,postgresA,P00373
P01121,postgresA,P00374
P01122,postgresA,P00374
P01123,postgresA,P00374
P01124,postgresB,P00375
P01125,postgresA,P00375
P01126,postgresC,P00375
P01127,postgresB,P00376
P01128,postgresB,P00376
P01129,postgresA,P00376
P01130,postgresB,P00377
P01131,postgresA,P00377
P01132,postgresA,P00377
P01133,postgresB,P00378
P01134,postgresB,P00378
P01135,postgresC,P00378
P01136,postgresC,P00379
P01137,postgresA,P00379
P01138,postgresC,P00379
P01139,postgresA,P00380
P01140,postgresB,P00380
P01141,postgresB,P00380
P01142,postgresA,P00381
P01143,postgresB,P00381
P01144,postgresA,P00381
P01145,postgresC,P00382
P01146,postgresB,P00382
P01147,postgresA,P00382
P01148,postgresC,P00383
P01149,postgresB,P00383
P01150,postgresA,P00383
P01151,postgresA,P00384
P01152,postgresB,P00384
P01153,postgresA,P00384
P01154,postgresC,P00385
P01155,postgresC,P00385
P01156,postgresB,P00385
P01157,postgresA,P00386
P01158,postgresA,P00386
P01159,postgresA,P00386
P01160,postgresC,P00387
P01161,postgresC,P00387
P01162,postgresC,P00387
P01163,postgresB,P00388
P01164,postgresB,P00388
P01165,postgresC,P00388
P01166,postgresB,P00389
P01167,postgresB,P00389
P01168,postgresC,P00389
P01169,postgresB,P00390
P01170,postgresB,P00390
P01171,postgresC,P00390
P01172,postgresB,P00391
P01173,postgresA,P00391
P01174,postgresB,P00391
P01175,postgresA,P00392
P01176,postgresC,P00392
P01177,postgresC,P00392
P01178,postgresB,P00393
P01179,postgresC,P00393
P01180,postgresB,P00393
P01181,postgresA,P00394
P01182,postgresC,P00394
P01183,postgresC,P00394
P01184,postgresB,P00395
P01185,postgresB,P00395
P01186,postgresA,P00395
P01187,postgresC,P00396
P01188,postgresB,P00396
P01189,postgresC,P00396
P01190,postgresA,P00397
P01191,postgresB,P00397
P01192,postgresC,P00397
P01193,postgresC,P00398
P01194,postgresA,P00398
P01195,postgresB,P00398
P01196,postgresB,P00399
P01197,postgresC,P00399
P01198,postgresA,P00399
P01199,postgresB,P00400
P01200,postgresC,P00400
P01201,postgresA,P00400
P01202,postgresA,P00401
P01203,postgresC,P00401
P01204,postgresC,P00401
P01205,postgresC,P00402
P01206,postgresA,P00402
P01207,postgresA,P00402
P01208,postgresB,P00403
P01209,postgresA,P00403
P01210,postgresC,P00403
P01211,postgresA,P00404
P01212,postgresB,P00404
P01213,postgresC,P00404
P01214,postgresB,P00405
P01215,postgresA,P00405
P01216,postgresA,P00405
P01217,postgresA,P00406
P01218,postgresA,P00406
P01219,postgresA,P00406
P01220,postgresB,P00407
P01221,postgresA,P00407
P01222,postgresA,P00407
P01223,postgresB,P00408
P01224,postgresC,P00408
P01225,postgresB,P00408
P01226,postgresA,P00409
P01227,postgresB,P00409
P01228,postgresC,P00409
P01229,postgresC,P00410
P01230,postgresC,P00410
P01231,postgresA,P00410
P01232,postgresA,P00411
P01233,postgresC,P00411
P01234,postgresC,P00411
P01235,postgresC,P00412
P01236,postgresB,P00412
P01237,postgresA,P00412
P01238,postgresC,P00413
P01239,postgresB,P00413
P01240,postgresB,P00413
P01241,postgresB,P00414
P01242,postgresC,P00414
P01243,postgresC,P00414
P01244,postgresC,P00415
P01245,postgresA,P00415
P01246,postgresC,P00415
P01247,postgresB,P00416
P01248,postgresB,P00416
P01249,postgresA,P00416
P01250,postgresB,P00417
P01251,postgresC,P00417
P01252,postgresB,P00417
P01253,postgresC,P00418
P01254,postgresA,P00418
P01255,postgresA,P00418
P01256,postgresB,P00419
P01257,postgresA,P00419
P01258,postgresC,P00419
P01259,postgresB,P00420
P01260,postgresA,P00420
P01261,postgresC,P00420
P01262,postgresA,P00421
P01263,postgresB,P00421
P01264,postgresA,P00421
P01265,postgresC,P00422
P01266,postgresC,P00422
P01267,postgresB,P00422
P01268,postgresC,P00423
P01269,postgresC,P00423
P01270,postgresB,P00423
P01271,postgresC,P00424
P01272,postgresA,P00424
P01273,postgresB,P00424
P01274,postgresB,P00425
P01275,postgresB,P00425
P01276,postgresA,P00425
P01277,postgresB,P00426
P01278,postgresA,P00426
P01279,postgresC,P00426
P01280,postgresB,P00427
P01281,postgresB,P00427
P01282,postgresA,P00427
P01283,postgresC,P00428
P01284,postgresA,P00428
P01285,postgresA,P00428
P01286,postgresB,P00429
P01287,postgresB,P00429
P01288,postgresA,P00429
P01289,postgresB,P00430
P01290,postgresA,P00430
P01291,postgresA,P00430
P01292,postgresC,P00431
P01293,postgresA,P00431
P01294,postgresA,P00431
P01295,postgresC,P00432
P01296,postgresA,P00432
P01297,postgresB,P00432
P01298,postgresB,P00433
P01299,postgresB,P00433
P01300,postgresB,P00433
P01301,postgresC,P00434
P01302,postgresC,P00434
P01303,postgresB,P00434
P01304,postgresC,P00435
P01305,postgresA,P00435
P01306,postgresC,P00435
P01307,postgresC,P00436
P01308,postgresA,P00436
P01309,postgresC,P00436
P01310,postgresA,P00437
P01311,postgresA,P00437
P01312,postgresB,P00437
P01313,postgresA,P00438
P01314,postgresB,P00438
P01315,postgresA,P00438
P01316,postgresA,P00439
P01317,postgresB,P00439
P01318,postgresB,P00439
P01319,postgresB,P00440
P01320,postgresA,P00440
P01321,postgresB,P00440
P01322,postgresC,P00441
P01323,postgresC,P00441
P01324,postgresC,P00441
P01325,postgresA,P00442
P01326,postgresC,P00442
P01327,postgresA,P00442
P01328,postgresB,P00443
P01329,postgresA,P00443
P01330,postgresC,P00443
P01331,postgresC,P00444
P01332,postgresC,P00444
P01333,postgresC,P00444
P01334,postgresA,P00445
P01335,postgresA,P00445
P01336,postgresA,P00445
P01337,postgresA,P00446
P01338,postgresA,P00446
P01339,postgresC,P00446
P01340,postgresA,P00447
P01341,postgresB,P00447
P01342,postgresB,P00447
P01343,postgresA,P00448
P01344,postgresC,P00448
P01345,postgresC,P00448
P01346,postgresC,P00449
P01347,postgresA,P00449
P01348,postgresB,P00449
P01349,postgresB,P00450
P01350,postgresA,P00450
P01351,postgresB,P00450
P01352,postgresC,P00451
P01353,postgresB,P00451
P01354,postgresC,P00451
P01355,postgresC,P00452
P01356,postgresB,P00452
P01357,postgresB,P00452
P01358,postgresB,P00453
P01359,postgresB,P00453
P01360,postgresB,P00453
P01361,postgresC,P00454
P01362,postgresB,P00454
P01363,postgresA,P00454
P01364,postgresA,P00455
P01365,postgresC,P00455
P01366,postgresA,P00455
P01367,postgresC,P00456
P01368,postgresB,P00456
P01369,postgresC,P00456
P01370,postgresB,P00457
P01371,postgresC,P00457
P01372,postgresC,P00457
P01373,postgresB,P00458
P01374,postgresB,P00458
P01375,postgresB,P00458
P01376,postgresC,P00459
P01377,postgresC,P00459
P01378,postgresA,P00459
P01379,postgresA,P00460
P01380,postgresA,P00460
P01381,postgresC,P00460
P01382,postgresB,P00461
P01383,postgresA,P00461
P01384,postgresA,P00461
P01385,postgresB,P00462
P01386,postgresA,P00462
P01387,postgresA,P00462
P01388,postgresB,P00463
P01389,postgresC,P00463
P01390,postgresB,P00463
P01391,postgresA,P00464
P01392,postgresB,P00464
P01393,postgresA,P00464
P01394,postgresB,P00465
P01395,postgresB,P00465
P01396,postgresC,P00465
P01397,postgresA,P00466
P01398,postgresC,P00466
P01399,postgresC,P00466
P01400,postgresA,P00467
P01401,postgresA,P00467
P01402,postgresB,P00467
P01403,postgresC,P00468
P01404,postgresC,P00468
P01405,postgresB,P00468
P01406,postgresB,P00469
P01407,postgresC,P00469
P01408,postgresA,P00469
P01409,postgresB,P00470
P01410,postgresC,P00470
P01411,postgresB,P00470
P01412,postgresC,P00471
P01413,postgresA,P00471
P01414,postgresA,P00471
P01415,postgresA,P00472
P01416,postgresC,P00472
P01417,postgresB,P00472
P01418,postgresA,P00473
P01419,postgresC,P00473
P01420,postgresA,P00473
P01421,postgresC,P00474
P01422,postgresC,P00474
P01423,postgresA,P00474
P01424,postgresA,P00475
P01425,postgresB,P00475
P01426,postgresA,P00475
P01427,postgresB,P00476
P01428,postgresC,P00476
P01429,postgresA,P00476
P01430,postgresC,P00477
P01431,postgresC,P00477
P01432,postgresA,P00477
P01433,postgresB,P00478
P01434,postgresB,P00478
P01435,postgresB,P00478
P01436,postgresB,P00479
P01437,postgresC,P00479
P01438,postgresB,P00479
P01439,postgresB,P00480
P01440,postgresC,P00480
P01441,postgresB,P00480
P01442,postgresB,P00481
P01443,postgresB,P00481
P01444,postgresA,P00481
P01445,postgresB,P00482
P01446,postgresB,P00482
P01447,postgresC,P00482
P01448,postgresA,P00483
P01449,postgresA,P00483
P01450,postgresB,P00483
P01451,postgresA,P00484
P01452,postgresC,P00484
P01453,postgresA,P00484
P01454,postgresA,P00485
P01455,postgresC,P00485
P01456,postgresA,P00485
P01457,postgresA,P00486
P01458,postgresB,P00486
P01459,postgresC,P00486
P01460,postgresC,P00487
P01461,postgresA,P00487
P01462,postgresB,P00487
P01463,postgresB,P00488
P01464,postgresB,P00488
P01465,postgresB,P00488
P01466,postgresB,P00489
P01467,postgresA,P00489
P01468,postgresB,P00489
P01469,postgresB,P00490
P01470,postgresC,P00490
P01471,postgresB,P00490
P01472,postgresB,P00491
P01473,postgresC,P00491
P01474,postgresC,P00491
P01475,postgresB,P00492
P01476,postgresC,P00492
P01477,postgresB,P00492
P01478,postgresB,P00493
P01479,postgresA,P00493
P01480,postgresC,P00493
P01481,postgresA,P00494
P01482,postgresA,P00494
P01483,postgresC,P00494
P01484,postgresA,P00495
P01485,postgresA,P00495
P01486,postgresC,P00495
P01487,postgresC,P00496
P01488,postgresC,P00496
P01489,postgresA,P00496
P01490,postgresC,P00497
P01491,postgresA,P00497
P01492,postgresA,P00497
P01493,postgresA,P00498
P01494,postgresC,P00498
P01495,postgresB,P00498
P01496,postgresC,P00499
P01497,postgresC,P00499
P01498,postgresC,P00499
P01499,postgresB,P00500
P01500,postgresA,P00500
P01501,postgresA,P00500
P01502,postgresC,P00501
P01503,postgresB,P00501
P01504,postgresB,P00501
P01505,postgresA,P00502
P01506,postgresC,P00502
P01507,postgresA,P00502
P01508,postgresA,P00503
P01509,postgresB,P00503
P01510,postgresB,P00503
P01511,postgresB,P00504
P01512,postgresA,P00504
P01513,postgresC,P00504
P01514,postgresA,P00505
P01515,postgresC,P00505
P01516,postgresC,P00505
P01517,postgresB,P00506
P01518,postgresB,P00506
P01519,postgresC,P00506
P01520,postgresB,P00507
P01521,postgresC,P00507
P01522,postgresA,P00507
P01523,postgresB,P00508
P01524,postgresB,P00508
P01525,postgresB,P00508
P01526,postgresA,P00509
P01527,postgresB,P00509
P01528,postgresC,P00509
P01529,postgresA,P00510
P01530,postgresA,P00510
P01531,postgresA,P00510
P01532,postgresC,P00511
P01533,postgresB,P00511
P01534,postgresB,P00511
P01535,postgresC,P00512
P01536,postgresA,P00512
P01537,postgresC,P00512
P01538,postgresB,P00513
P01539,postgresA,P00513
P01540,postgresC,P00513
P01541,postgresB,P00514
P01542,postgresB,P00514
P01543,postgresB,P00514
P01544,postgresA,P00515
P01545,postgresA,P00515
P01546,postgresA,P00515
P01547,postgresC,P00516
P01548,postgresA,P00516
P01549,postgresB,P00516
P01550,postgresC,P00517
P01551,postgresB,P00517
P01552,postgresB,P00517
P01553,postgresB,P00518
P01554,postgresB,P00518
P01555,postgresB,P00518
P01556,postgresC,P00519
P01557,postgresA,P00519
P01558,postgresB,P00519
P01559,postgresA,P00520
P01560,postgresA,P00520
P01561,postgresB,P00520
P01562,postgresB,P00521
P01563,postgresA,P00521
P01564,postgresC,P00521
P01565,postgresC,P00522
P01566,postgresA,P00522
P01567,postgresB,P00522
P01568,postgresA,P00523
P01569,postgresC,P00523
P01570,postgresA,P00523
P01571,postgresB,P00524
P01572,postgresA,P00524
P01573,postgresA,P00524
P01574,postgresC,P00525
P01575,postgresB,P00525
P01576,postgresB,P00525
P01577,postgresC,P00526
P01578,postgresA,P00526
P01579,postgresC,P00526
P01580,postgresC,P00527
P01581,postgresB,P00527
P01582,postgresB,P00527
P01583,postgresC,P00528
P01584,postgresA,P00528
P01585,postgresC,P00528
P01586,postgresB,P00529
P01587,postgresB,P00529
P01588,postgresC,P00529
P01589,postgresA,P00530
P01590,postgresC,P00530
P01591,postgresB,P00530
P01592,postgresA,P00531
P01593,postgresB,P00531
P01594,postgresA,P00531
P01595,postgresC,P00532
P01596,postgresC,P00532
P01597,postgresA,P00532
P01598,postgresB,P00533
P01599,postgresB,P00533
P01600,postgresA,P00533
P01601,postgresC,P00534
P01602,postgresA,P00534
P01603,postgresA,P00534
P01604,postgresB,P00535
P01605,postgresB,P00535
P01606,postgresC,P00535
P01607,postgresA,P00536
P01608,postgresC,P00536
P01609,postgresA,P00536
P01610,postgresB,P00537
P01611,postgresA,P00537
P01612,postgresC,P00537
P01613,postgresC,P00538
P01614,postgresB,P00538
P01615,postgresC,P00538
P01616,postgresB,P00539
P01617,postgresB,P00539
P01618,postgresA,P00539
P01619,postgresB,P00540
P01620,postgresA,P00540
P01621,postgresB,P00540
P01622,postgresC,P00541
P01623,postgresA,P00541
P01624,postgresC,P00541
P01625,postgresC,P00542
P01626,postgresA,P00542
P01627,postgresA,P00542
P01628,postgresA,P00543
P01629,postgresB,P00543
P01630,postgresC,P00543
P01631,postgresB,P00544
P01632,postgresB,P00544
P01633,postgresC,P00544
P01634,postgresC,P00545
P01635,postgresB,P00545
P01636,postgresA,P00545
P01637,postgresB,P00546
P01638,postgresA,P00546
P01639,postgresB,P00546
P01640,postgresC,P00547
P01641,postgresA,P00547
P01642,postgresA,P00547
P01643,postgresB,P00548
P01644,postgresC,P00548
P01645,postgresB,P00548
P01646,postgresB,P00549
P01647,postgresA,P00549
P01648,postgresA,P00549
P01649,postgresC,P00550
P01650,postgresC,P00550
P01651,postgresB,P00550
P01652,postgresB,P00551
P01653,postgresA,P00551
P01654,postgresB,P00551
P01655,postgresB,P00552
P01656,postgresC,P00552
P01657,postgresB,P00552
P01658,postgresC,P00553
P01659,postgresA,P00553
P01660,postgresB,P00553
P01661,postgresA,P00554
P01662,postgresB,P00554
P01663,postgresC,P00554
P01664,postgresC,P00555
P01665,postgresB,P00555
P01666,postgresB,P00555
P01667,postgresC,P00556
P01668,postgresB,P00556
P01669,postgresA,P00556
P01670,postgresA,P00557
P01671,postgresA,P00557
P01672,postgresB,P00557
P01673,postgresB,P00558
P01674,postgresA,P00558
P01675,postgresB,P00558
P01676,postgresA,P00559
P01677,postgresC,P00559
P01678,postgresA,P00559
P01679,postgresC,P00560
P01680,postgresC,P00560
P01681,postgresC,P00560
P01682,postgresB,P00561
P01683,postgresB,P00561
P01684,postgresA,P00561
P01685,postgresC,P00562
P01686,postgresA,P00562
P01687,postgresB,P00562
P01688,postgresA,P00563
P01689,postgresB,P00563
P01690,postgresC,P00563
P01691,postgresC,P00564
P01692,postgresB,P00564
P01693,postgresA,P00564
P01694,postgresA,P00565
P01695,postgresA,P00565
P01696,postgresB,P00565
P01697,postgresC,P00566
P01698,postgresC,P00566
P01699,postgresC,P00566
P01700,postgresB,P00567
P01701,postgresB,P00567
P01702,postgresB,P00567
P01703,postgresC,P00568
P01704,postgresC,P00568
P01705,postgresC,P00568
P01706,postgresA,P00569
P01707,postgresB,P00569
P01708,postgresB,P00569
P01709,postgresB,P00570
P01710,postgresA,P00570
P01711,postgresB,P00570
P01712,postgresC,P00571
P01713,postgresA,P00571
P01714,postgresC,P00571
P01715,postgresA,P00572
P01716,postgresC,P00572
P01717,postgresA,P00572
P01718,postgresB,P00573
P01719,postgresA,P00573
P01720,postgresA,P00573
P01721,postgresB,P00574
P01722,postgresA,P00574
P01723,postgresA,P00574
P01724,postgresA,P00575
P01725,postgresC,P00575
P01726,postgresC,P00575
P01727,postgresC,P00576
P01728,postgresB,P00576
P01729,postgresB,P00576
P01730,postgresA,P00577
P01731,postgresB,P00577
P01732,postgresC,P00577
P01733,postgresA,P00578
P01734,postgresC,P00578
P01735,postgresA,P00578
P01736,postgresA,P00579
P01737,postgresA,P00579
P01738,postgresA,P00579
P01739,postgresC,P00580
P01740,postgresA,P00580
P01741,postgresA,P00580
P01742,postgresC,P00581
P01743,postgresC,P00581
P01744,postgresA,P00581
P01745,postgresB,P00582
P01746,postgresB,P00582
P01747,postgresB,P00582
P01748,postgresB,P00583
P01749,postgresB,P00583
P01750,postgresC,P00583
P01751,postgresC,P00584
P01752,postgresA,P00584
P01753,postgresA,P00584
P01754,postgresB,P00585
P01755,postgresA,P00585
P01756,postgresB,P00585
P01757,postgresC,P00586
P01758,postgresA,P00586
P01759,postgresA,P00586
P01760,postgresB,P00587
P01761,postgresC,P00587
P01762,postgresA,P00587
P01763,postgresB,P00588
P01764,postgresB,P00588
P01765,postgresC,P00588
P01766,postgresA,P00589
P01767,postgresC,P00589
P01768,postgresA,P00589
P01769,postgresC,P00590
P01770,postgresC,P00590
P01771,postgresC,P00590
P01772,postgresA,P00591
P01773,postgresA,P00591
P01774,postgresC,P00591
P01775,postgresA,P00592
P01776,postgresA,P00592
P01777,postgresA,P00592
P01778,postgresA,P00593
P01779,postgresA,P00593
P01780,postgresB,P00593
P01781,postgresC,P00594
P01782,postgresB,P00594
P01783,postgresC,P00594
P01784,postgresB,P00595
P01785,postgresA,P00595
P01786,postgresC,P00595
P01787,postgresA,P00596
P01788,postgresB,P00596
P01789,postgresA,P00596
P01790,postgresB,P00597
P01791,postgresA,P00597
P01792,postgresC,P00597
P01793,postgresC,P00598
P01794,postgresB,P00598
P01795,postgresA,P00598
P01796,postgresA,P00599
P01797,postgresC,P00599
P01798,postgresB,P00599
P01799,postgresA,P00600
