partsid,datalink,parents_partsid
P01075,postgresB,P00358
P01076,postgresA,P00359
P01077,postgresC,P00359
P01078,postgresA,P00359
P01079,postgresB,P00360
P01080,postgresB,P00360
P01081,postgresB,P00360
P01082,postgresA,P00361
P01083,postgresC,P00361
P01084,postgresC,P00361
P01085,postgresC,P00362
P01086,postgresB,P00362
P01087,postgresA,P00362
P01088,postgresC,P00363
P01089,postgresA,P00363
P01090,postgresB,P00363
P01091,postgresB,P00364
P01092,postgresB,P00364
P01093,postgresA,P00364
P01094,postgresB,P00365
P01095,postgresC,P00365
P01096,postgresB,P00365
P01097,postgresB,P00366
P01098,postgresB,P00366
P01099,postgresC,P00366
P01100,postgresB,P00367
P01101,postgresB,P00367
P01102,postgresA,P00367
P01103,postgresC,P00368
P01104,postgresA,P00368
P01105,postgresB,P00368
P01106,postgresB,P00369
P01107,postgresA,P00369
P01108,postgresB,P00369
P01109,postgresA,P00370
P01110,postgresA,P00370
P01111,postgresC,P00370
P01112,postgresC,P00371
P01113,postgresA,P00371
P01114,postgresA,P00371
P01115,postgresC,P00372
P01116,postgresC,P00372
P01117,postgresB,P00372
P01118,postgresA,P00373
P01119,postgresA,P00373
P01120,postgresC,P00373
P01121,postgresC,P00374
P01122,postgresB,P00374
P01123,postgresB,P00374
P01124,postgresB,P00375
P01125,postgresA,P00375
P01126,postgresB,P00375
P01127,postgresB,P00376
P01128,postgresA,P00376
P01129,postgresA,P00376
P01130,postgresA,P00377
P01131,postgresB,P00377
P01132,postgresB,P00377
P01133,postgresC,P00378
P01134,postgresB,P00378
P01135,postgresA,P00378
P01136,postgresC,P00379
P01137,postgresC,P00379
P01138,postgresA,P00379
P01139,postgresB,P00380
P01140,postgresA,P00380
P01141,postgresB,P00380
P01142,postgresA,P00381
P01143,postgresB,P00381
P01144,postgresA,P00381
P01145,postgresA,P00382
P01146,postgresC,P00382
P01147,postgresA,P00382
P01148,postgresA,P00383
P01149,postgresB,P00383
P01150,postgresB,P00383
P01151,postgresC,P00384
P01152,postgresC,P00384
P01153,postgresC,P00384
P01154,postgresA,P00385
P01155,postgresB,P00385
P01156,postgresB,P00385
P01157,postgresA,P00386
P01158,postgresB,P00386
P01159,postgresC,P00386
P01160,postgresA,P00387
P01161,postgresC,P00387
P01162,postgresB,P00387
P01163,postgresB,P00388
P01164,postgresB,P00388
P01165,postgresC,P00388
P01166,postgresB,P00389
P01167,postgresC,P00389
P01168,postgresB,P00389
P01169,postgresC,P00390
P01170,postgresC,P00390
P01171,postgresB,P00390
P01172,postgresB,P00391
P01173,postgresC,P00391
P01174,postgresB,P00391
P01175,postgresA,P00392
P01176,postgresA,P00392
P01177,postgresB,P00392
P01178,postgresC,P00393
P01179,postgresA,P00393
P01180,postgresC,P00393
P01181,postgresB,P00394
P01182,postgresC,P00394
P01183,postgresB,P00394
P01184,postgresA,P00395
P01185,postgresC,P00395
P01186,postgresA,P00395
P01187,postgresC,P00396
P01188,postgresC,P00396
P01189,postgresC,P00396
P01190,postgresC,P00397
P01191,postgresC,P00397
P01192,postgresC,P00397
P01193,postgresB,P00398
P01194,postgresC,P00398
P01195,postgresB,P00398
P01196,postgresB,P00399
P01197,postgresC,P00399
P01198,postgresA,P00399
P01199,postgresC,P00400
P01200,postgresC,P00400
P01201,postgresC,P00400
P01202,postgresA,P00401
P01203,postgresA,P00401
P01204,postgresA,P00401
P01205,postgresA,P00402
P01206,postgresB,P00402
P01207,postgresB,P00402
P01208,postgresB,P00403
P01209,postgresC,P00403
P01210,postgresA,P00403
P01211,postgresB,P00404
P01212,postgresC,P00404
P01213,postgresB,P00404
P01214,postgresA,P00405
P01215,postgresA,P00405
P01216,postgresA,P00405
P01217,postgresA,P00406
P01218,postgresB,P00406
P01219,postgresA,P00406
P01220,postgresC,P00407
P01221,postgresA,P00407
P01222,postgresC,P00407
P01223,postgresC,P00408
P01224,postgresA,P00408
P01225,postgresB,P00408
P01226,postgresB,P00409
P01227,postgresA,P00409
P01228,postgresA,P00409
P01229,postgresA,P00410
P01230,postgresC,P00410
P01231,postgresB,P00410
P01232,postgresB,P00411
P01233,postgresB,P00411
P01234,postgresA,P00411
P01235,postgresC,P00412
P01236,postgresC,P00412
P01237,postgresC,P00412
P01238,postgresA,P00413
P01239,postgresB,P00413
P01240,postgresB,P00413
P01241,postgresC,P00414
P01242,postgresA,P00414
P01243,postgresB,P00414
P01244,postgresC,P00415
P01245,postgresC,P00415
P01246,postgresB,P00415
P01247,postgresC,P00416
P01248,postgresC,P00416
P01249,postgresC,P00416
P01250,postgresC,P00417
P01251,postgresC,P00417
P01252,postgresB,P00417
P01253,postgresB,P00418
P01254,postgresC,P00418
P01255,postgresB,P00418
P01256,postgresA,P00419
P01257,postgresC,P00419
P01258,postgresC,P00419
P01259,postgresA,P00420
P01260,postgresA,P00420
P01261,postgresC,P00420
P01262,postgresA,P00421
P01263,postgresA,P00421
P01264,postgresB,P00421
P01265,postgresB,P00422
P01266,postgresC,P00422
P01267,postgresA,P00422
P01268,postgresB,P00423
P01269,postgresC,P00423
P01270,postgresB,P00423
P01271,postgresB,P00424
P01272,postgresB,P00424
P01273,postgresA,P00424
P01274,postgresB,P00425
P01275,postgresC,P00425
P01276,postgresA,P00425
P01277,postgresA,P00426
P01278,postgresB,P00426
P01279,postgresB,P00426
P01280,postgresB,P00427
P01281,postgresA,P00427
P01282,postgresB,P00427
P01283,postgresC,P00428
P01284,postgresC,P00428
P01285,postgresB,P00428
P01286,postgresC,P00429
P01287,postgresC,P00429
P01288,postgresA,P00429
P01289,postgresB,P00430
P01290,postgresC,P00430
P01291,postgresC,P00430
P01292,postgresC,P00431
P01293,postgresB,P00431
P01294,postgresB,P00431
P01295,postgresB,P00432
P01296,postgresA,P00432
P01297,postgresA,P00432
P01298,postgresC,P00433
P01299,postgresB,P00433
P01300,postgresA,P00433
P01301,postgresB,P00434
P01302,postgresB,P00434
P01303,postgresA,P00434
P01304,postgresA,P00435
P01305,postgresC,P00435
P01306,postgresB,P00435
P01307,postgresA,P00436
P01308,postgresB,P00436
P01309,postgresB,P00436
P01310,postgresB,P00437
P01311,postgresC,P00437
P01312,postgresA,P00437
P01313,postgresA,P00438
P01314,postgresC,P00438
P01315,postgresC,P00438
P01316,postgresA,P00439
P01317,postgresC,P00439
P01318,postgresA,P00439
P01319,postgresA,P00440
P01320,postgresB,P00440
P01321,postgresA,P00440
P01322,postgresB,P00441
P01323,postgresC,P00441
P01324,postgresC,P00441
P01325,postgresC,P00442
P01326,postgresB,P00442
P01327,postgresB,P00442
P01328,postgresB,P00443
P01329,postgresC,P00443
P01330,postgresC,P00443
P01331,postgresA,P00444
P01332,postgresC,P00444
P01333,postgresC,P00444
P01334,postgresA,P00445
P01335,postgresB,P00445
P01336,postgresA,P00445
P01337,postgresA,P00446
P01338,postgresC,P00446
P01339,postgresC,P00446
P01340,postgresB,P00447
P01341,postgresC,P00447
P01342,postgresC,P00447
P01343,postgresB,P00448
P01344,postgresA,P00448
P01345,postgresC,P00448
P01346,postgresC,P00449
P01347,postgresA,P00449
P01348,postgresC,P00449
P01349,postgresC,P00450
P01350,postgresC,P00450
P01351,postgresA,P00450
P01352,postgresC,P00451
P01353,postgresB,P00451
P01354,postgresB,P00451
P01355,postgresC,P00452
P01356,postgresC,P00452
P01357,postgresB,P00452
P01358,postgresA,P00453
P01359,postgresC,P00453
P01360,postgresA,P00453
P01361,postgresA,P00454
P01362,postgresB,P00454
P01363,postgresA,P00454
P01364,postgresC,P00455
P01365,postgresB,P00455
P01366,postgresB,P00455
P01367,postgresC,P00456
P01368,postgresC,P00456
P01369,postgresA,P00456
P01370,postgresC,P00457
P01371,postgresA,P00457
P01372,postgresC,P00457
P01373,postgresA,P00458
P01374,postgresC,P00458
P01375,postgresB,P00458
P01376,postgresA,P00459
P01377,postgresB,P00459
P01378,postgresA,P00459
P01379,postgresB,P00460
P01380,postgresB,P00460
P01381,postgresB,P00460
P01382,postgresC,P00461
P01383,postgresC,P00461
P01384,postgresC,P00461
P01385,postgresC,P00462
P01386,postgresC,P00462
P01387,postgresC,P00462
P01388,postgresC,P00463
P01389,postgresA,P00463
P01390,postgresC,P00463
P01391,postgresB,P00464
P01392,postgresA,P00464
P01393,postgresC,P00464
P01394,postgresA,P00465
P01395,postgresA,P00465
P01396,postgresC,P00465
P01397,postgresB,P00466
P01398,postgresC,P00466
P01399,postgresC,P00466
P01400,postgresC,P00467
P01401,postgresB,P00467
P01402,postgresB,P00467
P01403,postgresB,P00468
P01404,postgresB,P00468
P01405,postgresA,P00468
P01406,postgresC,P00469
P01407,postgresC,P00469
P01408,postgresA,P00469
P01409,postgresC,P00470
P01410,postgresB,P00470
P01411,postgresA,P00470
P01412,postgresA,P00471
P01413,postgresC,P00471
P01414,postgresC,P00471
P01415,postgresC,P00472
P01416,postgresC,P00472
P01417,postgresB,P00472
P01418,postgresC,P00473
P01419,postgresC,P00473
P01420,postgresB,P00473
P01421,postgresB,P00474
P01422,postgresA,P00474
P01423,postgresA,P00474
P01424,postgresA,P00475
P01425,postgresA,P00475
P01426,postgresB,P00475
P01427,postgresC,P00476
P01428,postgresC,P00476
P01429,postgresC,P00476
P01430,postgresA,P00477
P01431,postgresB,P00477
P01432,postgresB,P00477
P01433,postgresC,P00478
P01434,postgresB,P00478
P01435,postgresB,P00478
P01436,postgresC,P00479
P01437,postgresC,P00479
P01438,postgresB,P00479
P01439,postgresA,P00480
P01440,postgresB,P00480
P01441,postgresC,P00480
P01442,postgresB,P00481
P01443,postgresB,P00481
P01444,postgresA,P00481
P01445,postgresC,P00482
P01446,postgresA,P00482
P01447,postgresB,P00482
P01448,postgresB,P00483
P01449,postgresB,P00483
P01450,postgresB,P00483
P01451,postgresB,P00484
P01452,postgresC,P00484
P01453,postgresC,P00484
P01454,postgresB,P00485
P01455,postgresB,P00485
P01456,postgresB,P00485
P01457,postgresA,P00486
P01458,postgresB,P00486
P01459,postgresB,P00486
P01460,postgresC,P00487
P01461,postgresA,P00487
P01462,postgresC,P00487
P01463,postgresC,P00488
P01464,postgresA,P00488
P01465,postgresA,P00488
P01466,postgresC,P00489
P01467,postgresA,P00489
P01468,postgresA,P00489
P01469,postgresB,P00490
P01470,postgresA,P00490
P01471,postgresA,P00490
P01472,postgresC,P00491
P01473,postgresA,P00491
P01474,postgresB,P00491
P01475,postgresC,P00492
P01476,postgresC,P00492
P01477,postgresA,P00492
P01478,postgresA,P00493
P01479,postgresA,P00493
P01480,postgresA,P00493
P01481,postgresA,P00494
P01482,postgresC,P00494
P01483,postgresA,P00494
P01484,postgresA,P00495
P01485,postgresC,P00495
P01486,postgresA,P00495
P01487,postgresA,P00496
P01488,postgresB,P00496
P01489,postgresA,P00496
P01490,postgresA,P00497
P01491,postgresC,P00497
P01492,postgresB,P00497
P01493,postgresB,P00498
P01494,postgresB,P00498
P01495,postgresB,P00498
P01496,postgresA,P00499
P01497,postgresC,P00499
P01498,postgresB,P00499
P01499,postgresA,P00500
P01500,postgresC,P00500
P01501,postgresB,P00500
P01502,postgresB,P00501
P01503,postgresB,P00501
P01504,postgresC,P00501
P01505,postgresC,P00502
P01506,postgresB,P00502
P01507,postgresC,P00502
P01508,postgresC,P00503
P01509,postgresC,P00503
P01510,postgresC,P00503
P01511,postgresB,P00504
P01512,postgresC,P00504
P01513,postgresA,P00504
P01514,postgresA,P00505
P01515,postgresC,P00505
P01516,postgresB,P00505
P01517,postgresB,P00506
P01518,postgresA,P00506
P01519,postgresC,P00506
P01520,postgresA,P00507
P01521,postgresB,P00507
P01522,postgresB,P00507
P01523,postgresB,P00508
P01524,postgresC,P00508
P01525,postgresC,P00508
P01526,postgresB,P00509
P01527,postgresC,P00509
P01528,postgresC,P00509
P01529,postgresB,P00510
P01530,postgresA,P00510
P01531,postgresC,P00510
P01532,postgresC,P00511
P01533,postgresB,P00511
P01534,postgresC,P00511
P01535,postgresA,P00512
P01536,postgresB,P00512
P01537,postgresB,P00512
P01538,postgresB,P00513
P01539,postgresC,P00513
P01540,postgresC,P00513
P01541,postgresB,P00514
P01542,postgresA,P00514
P01543,postgresA,P00514
P01544,postgresB,P00515
P01545,postgresB,P00515
P01546,postgresB,P00515
P01547,postgresC,P00516
P01548,postgresC,P00516
P01549,postgresC,P00516
P01550,postgresC,P00517
P01551,postgresC,P00517
P01552,postgresC,P00517
P01553,postgresC,P00518
P01554,postgresC,P00518
P01555,postgresB,P00518
P01556,postgresA,P00519
P01557,postgresA,P00519
P01558,postgresB,P00519
P01559,postgresA,P00520
P01560,postgresB,P00520
P01561,postgresC,P00520
P01562,postgresC,P00521
P01563,postgresB,P00521
P01564,postgresB,P00521
P01565,postgresA,P00522
P01566,postgresA,P00522
P01567,postgresA,P00522
P01568,postgresC,P00523
P01569,postgresA,P00523
P01570,postgresA,P00523
P01571,postgresB,P00524
P01572,postgresA,P00524
P01573,postgresC,P00524
P01574,postgresA,P00525
P01575,postgresA,P00525
P01576,postgresC,P00525
P01577,postgresC,P00526
P01578,postgresA,P00526
P01579,postgresA,P00526
P01580,postgresC,P00527
P01581,postgresB,P00527
P01582,postgresC,P00527
P01583,postgresC,P00528
P01584,postgresC,P00528
P01585,postgresA,P00528
P01586,postgresC,P00529
P01587,postgresB,P00529
P01588,postgresB,P00529
P01589,postgresC,P00530
P01590,postgresC,P00530
P01591,postgresA,P00530
P01592,postgresC,P00531
P01593,postgresB,P00531
P01594,postgresC,P00531
P01595,postgresC,P00532
P01596,postgresB,P00532
P01597,postgresA,P00532
P01598,postgresC,P00533
P01599,postgresA,P00533
P01600,postgresC,P00533
P01601,postgresC,P00534
P01602,postgresB,P00534
P01603,postgresB,P00534
P01604,postgresC,P00535
P01605,postgresB,P00535
P01606,postgresB,P00535
P01607,postgresC,P00536
P01608,postgresB,P00536
P01609,postgresC,P00536
P01610,postgresC,P00537
P01611,postgresC,P00537
P01612,postgresA,P00537
P01613,postgresC,P00538
P01614,postgresB,P00538
P01615,postgresB,P00538
P01616,postgresA,P00539
P01617,postgresB,P00539
P01618,postgresC,P00539
P01619,postgresC,P00540
P01620,postgresA,P00540
P01621,postgresB,P00540
P01622,postgresB,P00541
P01623,postgresB,P00541
P01624,postgresA,P00541
P01625,postgresB,P00542
P01626,postgresC,P00542
P01627,postgresB,P00542
P01628,postgresB,P00543
P01629,postgresB,P00543
P01630,postgresC,P00543
P01631,postgresC,P00544
P01632,postgresB,P00544
P01633,postgresB,P00544
P01634,postgresB,P00545
P01635,postgresC,P00545
P01636,postgresC,P00545
P01637,postgresA,P00546
P01638,postgresA,P00546
P01639,postgresB,P00546
P01640,postgresB,P00547
P01641,postgresC,P00547
P01642,postgresA,P00547
P01643,postgresB,P00548
P01644,postgresA,P00548
P01645,postgresB,P00548
P01646,postgresB,P00549
P01647,postgresC,P00549
P01648,postgresC,P00549
P01649,postgresC,P00550
P01650,postgresC,P00550
P01651,postgresC,P00550
P01652,postgresB,P00551
P01653,postgresA,P00551
P01654,postgresA,P00551
P01655,postgresB,P00552
P01656,postgresB,P00552
P01657,postgresA,P00552
P01658,postgresB,P00553
P01659,postgresB,P00553
P01660,postgresA,P00553
P01661,postgresC,P00554
P01662,postgresB,P00554
P01663,postgresA,P00554
P01664,postgresC,P00555
P01665,postgresC,P00555
P01666,postgresA,P00555
P01667,postgresB,P00556
P01668,postgresA,P00556
P01669,postgresA,P00556
P01670,postgresC,P00557
P01671,postgresC,P00557
P01672,postgresC,P00557
P01673,postgresB,P00558
P01674,postgresA,P00558
P01675,postgresC,P00558
P01676,postgresC,P00559
P01677,postgresB,P00559
P01678,postgresB,P00559
P01679,postgresB,P00560
P01680,postgresB,P00560
P01681,postgresA,P00560
P01682,postgresC,P00561
P01683,postgresC,P00561
P01684,postgresB,P00561
P01685,postgresA,P00562
P01686,postgresA,P00562
P01687,postgresB,P00562
P01688,postgresA,P00563
P01689,postgresB,P00563
P01690,postgresA,P00563
P01691,postgresC,P00564
P01692,postgresB,P00564
P01693,postgresC,P00564
P01694,postgresC,P00565
P01695,postgresA,P00565
P01696,postgresB,P00565
P01697,postgresA,P00566
P01698,postgresB,P00566
P01699,postgresA,P00566
P01700,postgresC,P00567
P01701,postgresA,P00567
P01702,postgresB,P00567
P01703,postgresB,P00568
P01704,postgresB,P00568
P01705,postgresA,P00568
P01706,postgresB,P00569
P01707,postgresA,P00569
P01708,postgresC,P00569
P01709,postgresB,P00570
P01710,postgresC,P00570
P01711,postgresC,P00570
P01712,postgresB,P00571
P01713,postgresC,P00571
P01714,postgresA,P00571
P01715,postgresB,P00572
P01716,postgresA,P00572
P01717,postgresA,P00572
P01718,postgresC,P00573
P01719,postgresB,P00573
P01720,postgresC,P00573
P01721,postgresA,P00574
P01722,postgresA,P00574
P01723,postgresA,P00574
P01724,postgresA,P00575
P01725,postgresB,P00575
P01726,postgresB,P00575
P01727,postgresC,P00576
P01728,postgresC,P00576
P01729,postgresB,P00576
P01730,postgresC,P00577
P01731,postgresA,P00577
P01732,postgresC,P00577
P01733,postgresA,P00578
P01734,postgresC,P00578
P01735,postgresB,P00578
P01736,postgresC,P00579
P01737,postgresC,P00579
P01738,postgresC,P00579
P01739,postgresA,P00580
P01740,postgresC,P00580
P01741,postgresC,P00580
P01742,postgresB,P00581
P01743,postgresC,P00581
P01744,postgresA,P00581
P01745,postgresB,P00582
P01746,postgresB,P00582
P01747,postgresC,P00582
P01748,postgresC,P00583
P01749,postgresA,P00583
P01750,postgresA,P00583
P01751,postgresC,P00584
P01752,postgresC,P00584
P01753,postgresB,P00584
P01754,postgresB,P00585
P01755,postgresC,P00585
P01756,postgresB,P00585
P01757,postgresB,P00586
P01758,postgresB,P00586
P01759,postgresB,P00586
P01760,postgresA,P00587
P01761,postgresA,P00587
P01762,postgresA,P00587
P01763,postgresC,P00588
P01764,postgresB,P00588
P01765,postgresA,P00588
P01766,postgresC,P00589
P01767,postgresB,P00589
P01768,postgresB,P00589
P01769,postgresB,P00590
P01770,postgresB,P00590
P01771,postgresA,P00590
P01772,postgresB,P00591
P01773,postgresA,P00591
P01774,postgresB,P00591
P01775,postgresA,P00592
P01776,postgresB,P00592
P01777,postgresB,P00592
P01778,postgresA,P00593
P01779,postgresB,P00593
P01780,postgresB,P00593
P01781,postgresB,P00594
P01782,postgresC,P00594
P01783,postgresC,P00594
P01784,postgresC,P00595
P01785,postgresB,P00595
P01786,postgresA,P00595
P01787,postgresA,P00596
P01788,postgresC,P00596
P01789,postgresA,P00596
P01790,postgresB,P00597
P01791,postgresC,P00597
P01792,postgresC,P00597
P01793,postgresC,P00598
P01794,postgresC,P00598
P01795,postgresB,P00598
P01796,postgresA,P00599
P01797,postgresC,P00599
P01798,postgresC,P00599
P01799,postgresA,P00600
