partsid,datalink,totalcfp,cfp,parents_partsid
P00665,postgresB,0.0,4.424,P00222
P00666,postgresB,0.0,3.535,P00222
P00667,postgresB,0.0,6.953,P00222
P00668,postgresC,0.0,9.691,P00223
P00669,postgresB,0.0,6.933,P00223
P00670,postgresA,0.0,8.384,P00223
P00671,postgresB,0.0,3.144,P00224
P00672,postgresB,0.0,6.261,P00224
P00673,postgresB,0.0,0.486,P00224
P00674,postgresB,0.0,0.721,P00225
P00675,postgresA,0.0,9.562,P00225
P00676,postgresB,0.0,1.708,P00225
P00677,postgresC,0.0,8.483,P00226
P00678,postgresC,0.0,6.69,P00226
P00679,postgresB,0.0,8.767,P00226
P00680,postgresC,0.0,1.385,P00227
P00681,postgresC,0.0,8.373,P00227
P00682,postgresB,0.0,2.35,P00227
P00683,postgresB,0.0,3.179,P00228
P00684,postgresC,0.0,5.172,P00228
P00685,postgresA,0.0,4.548,P00228
P00686,postgresA,0.0,4.892,P00229
P00687,postgresA,0.0,5.992,P00229
P00688,postgresB,0.0,7.445,P00229
P00689,postgresB,0.0,1.353,P00230
P00690,postgresC,0.0,5.759,P00230
P00691,postgresA,0.0,3.888,P00230
P00692,postgresB,0.0,2.035,P00231
P00693,postgresB,0.0,9.764,P00231
P00694,postgresB,0.0,8.213,P00231
P00695,postgresC,0.0,5.561,P00232
P00696,postgresC,0.0,2.969,P00232
P00697,postgresC,0.0,6.118,P00232
P00698,postgresB,0.0,4.487,P00233
P00699,postgresC,0.0,8.673,P00233
P00700,postgresC,0.0,7.811,P00233
P00701,postgresB,0.0,7.909,P00234
P00702,postgresC,0.0,4.079,P00234
P00703,postgresB,0.0,2.96,P00234
P00704,postgresB,0.0,7.833,P00235
P00705,postgresC,0.0,7.309,P00235
P00706,postgresA,0.0,8.059,P00235
P00707,postgresB,0.0,1.021,P00236
P00708,postgresB,0.0,9.059,P00236
P00709,postgresC,0.0,6.732,P00236
P00710,postgresC,0.0,9.994,P00237
P00711,postgresA,0.0,4.11,P00237
P00712,postgresB,0.0,4.714,P00237
P00713,postgresA,0.0,7.233,P00238
P00714,postgresC,0.0,8.442,P00238
P00715,postgresC,0.0,4.908,P00238
P00716,postgresA,0.0,6.081,P00239
P00717,postgresA,0.0,2.801,P00239
P00718,postgresB,0.0,8.436,P00239
P00719,postgresC,0.0,5.112,P00240
P00720,postgresC,0.0,8.518,P00240
P00721,postgresA,0.0,1.931,P00240
P00722,postgresB,0.0,7.691,P00241
P00723,postgresC,0.0,4.275,P00241
P00724,postgresB,0.0,1.608,P00241
P00725,postgresA,0.0,2.843,P00242
P00726,postgresA,0.0,9.722,P00242
P00727,postgresC,0.0,1.614,P00242
P00728,postgresB,0.0,3.172,P00243
P00729,postgresC,0.0,0.618,P00243
P00730,postgresA,0.0,1.928,P00243
P00731,postgresC,0.0,8.35,P00244
P00732,postgresA,0.0,8.385,P00244
P00733,postgresA,0.0,9.041,P00244
P00734,postgresC,0.0,6.467,P00245
P00735,postgresC,0.0,0.507,P00245
P00736,postgresC,0.0,4.29,P00245
P00737,postgresB,0.0,4.996,P00246
P00738,postgresA,0.0,8.922,P00246
P00739,postgresA,0.0,5.535,P00246
P00740,postgresC,0.0,1.159,P00247
P00741,postgresA,0.0,9.877,P00247
P00742,postgresC,0.0,4.336,P00247
P00743,postgresC,0.0,6.724,P00248
P00744,postgresA,0.0,6.508,P00248
P00745,postgresB,0.0,8.02,P00248
P00746,postgresA,0.0,6.867,P00249
P00747,postgresC,0.0,3.424,P00249
P00748,postgresC,0.0,3.253,P00249
P00749,postgresC,0.0,3.135,P00250
P00750,postgresA,0.0,7.781,P00250
P00751,postgresA,0.0,1.519,P00250
P00752,postgresC,0.0,3.659,P00251
P00753,postgresB,0.0,2.13,P00251
P00754,postgresA,0.0,4.628,P00251
P00755,postgresC,0.0,3.678,P00252
P00756,postgresC,0.0,8.03,P00252
P00757,postgresA,0.0,9.52,P00252
P00758,postgresA,0.0,2.226,P00253
P00759,postgresA,0.0,7.392,P00253
P00760,postgresA,0.0,3.321,P00253
P00761,postgresB,0.0,0.438,P00254
P00762,postgresB,0.0,2.883,P00254
P00763,postgresC,0.0,0.067,P00254
P00764,postgresC,0.0,6.559,P00255
P00765,postgresC,0.0,6.134,P00255
P00766,postgresC,0.0,7.217,P00255
P00767,postgresA,0.0,6.194,P00256
P00768,postgresB,0.0,4.759,P00256
P00769,postgresB,0.0,8.556,P00256
P00770,postgresB,0.0,0.194,P00257
P00771,postgresC,0.0,2.345,P00257
P00772,postgresA,0.0,1.947,P00257
P00773,postgresC,0.0,5.53,P00258
P00774,postgresC,0.0,9.304,P00258
P00775,postgresA,0.0,2.937,P00258
P00776,postgresB,0.0,9.094,P00259
P00777,postgresA,0.0,3.696,P00259
P00778,postgresB,0.0,3.337,P00259
P00779,postgresB,0.0,1.896,P00260
P00780,postgresA,0.0,9.571,P00260
P00781,postgresA,0.0,7.563,P00260
P00782,postgresA,0.0,9.902,P00261
P00783,postgresC,0.0,2.946,P00261
P00784,postgresA,0.0,4.207,P00261
P00785,postgresA,0.0,3.62,P00262
P00786,postgresB,0.0,2.848,P00262
P00787,postgresC,0.0,3.388,P00262
P00788,postgresC,0.0,5.171,P00263
P00789,postgresC,0.0,5.214,P00263
P00790,postgresB,0.0,2.325,P00263
P00791,postgresA,0.0,8.437,P00264
P00792,postgresA,0.0,2.67,P00264
P00793,postgresC,0.0,7.117,P00264
P00794,postgresB,0.0,4.296,P00265
P00795,postgresC,0.0,7.598,P00265
P00796,postgresB,0.0,2.822,P00265
P00797,postgresB,0.0,6.197,P00266
P00798,postgresA,0.0,8.194,P00266
P00799,postgresA,0.0,6.742,P00266
P00800,postgresB,0.0,0.231,P00267
P00801,postgresA,0.0,8.422,P00267
P00802,postgresB,0.0,6.492,P00267
P00803,postgresC,0.0,6.063,P00268
P00804,postgresA,0.0,2.232,P00268
P00805,postgresB,0.0,1.231,P00268
P00806,postgresC,0.0,4.356,P00269
P00807,postgresC,0.0,5.477,P00269
P00808,postgresB,0.0,0.626,P00269
P00809,postgresA,0.0,1.226,P00270
P00810,postgresB,0.0,9.857,P00270
P00811,postgresC,0.0,2.325,P00270
P00812,postgresB,0.0,3.939,P00271
P00813,postgresB,0.0,0.924,P00271
P00814,postgresC,0.0,3.764,P00271
P00815,postgresA,0.0,7.902,P00272
P00816,postgresA,0.0,0.452,P00272
P00817,postgresB,0.0,0.402,P00272
P00818,postgresA,0.0,6.848,P00273
P00819,postgresA,0.0,5.904,P00273
P00820,postgresA,0.0,3.254,P00273
P00821,postgresA,0.0,1.763,P00274
P00822,postgresB,0.0,0.854,P00274
P00823,postgresC,0.0,6.226,P00274
P00824,postgresC,0.0,8.457,P00275
P00825,postgresB,0.0,6.11,P00275
P00826,postgresA,0.0,2.148,P00275
P00827,postgresA,0.0,8.231,P00276
P00828,postgresC,0.0,2.477,P00276
P00829,postgresC,0.0,4.327,P00276
P00830,postgresC,0.0,0.267,P00277
P00831,postgresC,0.0,5.294,P00277
P00832,postgresB,0.0,4.868,P00277
P00833,postgresA,0.0,9.604,P00278
P00834,postgresA,0.0,7.383,P00278
P00835,postgresA,0.0,0.367,P00278
P00836,postgresA,0.0,5.104,P00279
P00837,postgresB,0.0,6.657,P00279
P00838,postgresC,0.0,1.237,P00279
P00839,postgresB,0.0,5.131,P00280
P00840,postgresC,0.0,0.484,P00280
P00841,postgresA,0.0,4.002,P00280
P00842,postgresB,0.0,8.877,P00281
P00843,postgresB,0.0,3.154,P00281
P00844,postgresA,0.0,0.355,P00281
P00845,postgresA,0.0,5.579,P00282
P00846,postgresA,0.0,6.709,P00282
P00847,postgresB,0.0,3.921,P00282
P00848,postgresC,0.0,8.405,P00283
P00849,postgresA,0.0,7.411,P00283
P00850,postgresA,0.0,3.156,P00283
P00851,postgresC,0.0,7.392,P00284
P00852,postgresC,0.0,6.245,P00284
P00853,postgresC,0.0,0.555,P00284
P00854,postgresC,0.0,2.881,P00285
P00855,postgresC,0.0,0.041,P00285
P00856,postgresB,0.0,6.498,P00285
P00857,postgresB,0.0,8.67,P00286
P00858,postgresA,0.0,4.615,P00286
P00859,postgresB,0.0,1.784,P00286
P00860,postgresA,0.0,5.327,P00287
P00861,postgresC,0.0,2.73,P00287
P00862,postgresC,0.0,3.903,P00287
P00863,postgresB,0.0,6.706,P00288
P00864,postgresA,0.0,6.291,P00288
P00865,postgresC,0.0,7.742,P00288
P00866,postgresA,0.0,8.297,P00289
P00867,postgresB,0.0,2.457,P00289
P00868,postgresA,0.0,4.488,P00289
P00869,postgresC,0.0,1.991,P00290
P00870,postgresC,0.0,3.807,P00290
P00871,postgresC,0.0,8.678,P00290
P00872,postgresC,0.0,9.234,P00291
P00873,postgresA,0.0,8.52,P00291
P00874,postgresB,0.0,7.321,P00291
P00875,postgresB,0.0,8.54,P00292
P00876,postgresC,0.0,7.557,P00292
P00877,postgresA,0.0,9.907,P00292
P00878,postgresA,0.0,0.642,P00293
P00879,postgresB,0.0,5.181,P00293
P00880,postgresC,0.0,1.622,P00293
P00881,postgresB,0.0,9.486,P00294
P00882,postgresC,0.0,4.534,P00294
P00883,postgresB,0.0,7.196,P00294
P00884,postgresA,0.0,9.95,P00295
P00885,postgresA,0.0,5.444,P00295
P00886,postgresA,0.0,6.718,P00295
P00887,postgresA,0.0,2.439,P00296
P00888,postgresA,0.0,8.833,P00296
P00889,postgresB,0.0,9.635,P00296
P00890,postgresA,0.0,2.387,P00297
P00891,postgresA,0.0,3.027,P00297
P00892,postgresC,0.0,0.101,P00297
P00893,postgresC,0.0,8.18,P00298
P00894,postgresB,0.0,2.821,P00298
P00895,postgresA,0.0,2.806,P00298
P00896,postgresB,0.0,9.551,P00299
P00897,postgresC,0.0,0.083,P00299
P00898,postgresB,0.0,9.866,P00299
P00899,postgresA,0.0,1.142,P00300
P00900,postgresB,0.0,9.063,P00300
P00901,postgresA,0.0,7.597,P00300
P00902,postgresC,0.0,5.58,P00301
P00903,postgresB,0.0,4.923,P00301
P00904,postgresA,0.0,3.544,P00301
P00905,postgresA,0.0,6.157,P00302
P00906,postgresB,0.0,1.396,P00302
P00907,postgresC,0.0,2.675,P00302
P00908,postgresB,0.0,8.751,P00303
P00909,postgresA,0.0,0.291,P00303
P00910,postgresC,0.0,6.906,P00303
P00911,postgresB,0.0,6.625,P00304
P00912,postgresB,0.0,0.925,P00304
P00913,postgresB,0.0,7.539,P00304
P00914,postgresA,0.0,6.699,P00305
P00915,postgresC,0.0,7.281,P00305
P00916,postgresC,0.0,0.61,P00305
P00917,postgresB,0.0,5.465,P00306
P00918,postgresC,0.0,5.296,P00306
P00919,postgresC,0.0,6.135,P00306
P00920,postgresC,0.0,2.563,P00307
P00921,postgresC,0.0,9.172,P00307
P00922,postgresC,0.0,4.099,P00307
P00923,postgresB,0.0,6.174,P00308
P00924,postgresC,0.0,1.682,P00308
P00925,postgresA,0.0,8.794,P00308
P00926,postgresB,0.0,4.358,P00309
P00927,postgresB,0.0,3.422,P00309
P00928,postgresC,0.0,2.861,P00309
P00929,postgresB,0.0,0.505,P00310
P00930,postgresB,0.0,0.753,P00310
P00931,postgresB,0.0,2.475,P00310
P00932,postgresB,0.0,8.638,P00311
P00933,postgresB,0.0,4.188,P00311
P00934,postgresA,0.0,3.5,P00311
P00935,postgresA,0.0,1.935,P00312
P00936,postgresB,0.0,0.289,P00312
P00937,postgresA,0.0,7.498,P00312
P00938,postgresB,0.0,9.881,P00313
P00939,postgresC,0.0,6.438,P00313
P00940,postgresC,0.0,7.51,P00313
P00941,postgresA,0.0,2.804,P00314
P00942,postgresA,0.0,1.262,P00314
P00943,postgresC,0.0,2.823,P00314
P00944,postgresC,0.0,4.213,P00315
P00945,postgresA,0.0,0.074,P00315
P00946,postgresA,0.0,5.642,P00315
P00947,postgresA,0.0,1.195,P00316
P00948,postgresA,0.0,8.481,P00316
P00949,postgresA,0.0,5.308,P00316
P00950,postgresC,0.0,7.424,P00317
P00951,postgresC,0.0,7.013,P00317
P00952,postgresB,0.0,7.307,P00317
P00953,postgresC,0.0,3.302,P00318
P00954,postgresA,0.0,3.421,P00318
P00955,postgresA,0.0,6.067,P00318
P00956,postgresB,0.0,2.421,P00319
P00957,postgresB,0.0,4.485,P00319
P00958,postgresA,0.0,8.861,P00319
P00959,postgresB,0.0,4.58,P00320
P00960,postgresC,0.0,2.69,P00320
P00961,postgresB,0.0,1.347,P00320
P00962,postgresB,0.0,1.332,P00321
P00963,postgresA,0.0,4.567,P00321
P00964,postgresA,0.0,0.252,P00321
P00965,postgresB,0.0,6.278,P00322
P00966,postgresC,0.0,9.986,P00322
P00967,postgresA,0.0,2.547,P00322
P00968,postgresB,0.0,5.667,P00323
P00969,postgresC,0.0,2.387,P00323
P00970,postgresB,0.0,6.712,P00323
P00971,postgresB,0.0,2.253,P00324
P00972,postgresA,0.0,5.405,P00324
P00973,postgresC,0.0,8.468,P00324
P00974,postgresC,0.0,6.876,P00325
P00975,postgresB,0.0,7.567,P00325
P00976,postgresB,0.0,2.907,P00325
P00977,postgresC,0.0,9.078,P00326
P00978,postgresB,0.0,8.247,P00326
P00979,postgresB,0.0,8.974,P00326
P00980,postgresA,0.0,6.358,P00327
P00981,postgresB,0.0,0.814,P00327
P00982,postgresB,0.0,9.537,P00327
P00983,postgresC,0.0,9.975,P00328
P00984,postgresC,0.0,5.902,P00328
P00985,postgresB,0.0,6.145,P00328
P00986,postgresB,0.0,2.811,P00329
P00987,postgresB,0.0,5.751,P00329
P00988,postgresA,0.0,1.115,P00329
P00989,postgresB,0.0,2.98,P00330
P00990,postgresC,0.0,3.576,P00330
P00991,postgresB,0.0,3.52,P00330
P00992,postgresC,0.0,8.5,P00331
P00993,postgresB,0.0,5.08,P00331
P00994,postgresC,0.0,5.353,P00331
P00995,postgresC,0.0,9.921,P00332
P00996,postgresC,0.0,9.177,P00332
P00997,postgresA,0.0,6.817,P00332
P00998,postgresA,0.0,9.005,P00333
P00999,postgresC,0.0,3.09,P00333
P01000,postgresA,0.0,2.411,P00333
P01001,postgresA,0.0,0.78,P00334
P01002,postgresA,0.0,4.807,P00334
P01003,postgresC,0.0,8.981,P00334
P01004,postgresB,0.0,6.136,P00335
P01005,postgresA,0.0,6.829,P00335
P01006,postgresB,0.0,6.417,P00335
P01007,postgresC,0.0,9.472,P00336
P01008,postgresB,0.0,5.054,P00336
P01009,postgresC,0.0,5.223,P00336
P01010,postgresB,0.0,5.009,P00337
P01011,postgresB,0.0,3.831,P00337
P01012,postgresC,0.0,4.04,P00337
P01013,postgresC,0.0,9.836,P00338
P01014,postgresC,0.0,3.916,P00338
P01015,postgresC,0.0,0.53,P00338
P01016,postgresA,0.0,6.87,P00339
P01017,postgresB,0.0,6.447,P00339
P01018,postgresA,0.0,6.51,P00339
P01019,postgresC,0.0,0.86,P00340
P01020,postgresC,0.0,2.391,P00340
P01021,postgresB,0.0,9.482,P00340
P01022,postgresC,0.0,1.916,P00341
P01023,postgresA,0.0,9.372,P00341
P01024,postgresB,0.0,7.89,P00341
P01025,postgresA,0.0,9.381,P00342
P01026,postgresB,0.0,8.978,P00342
P01027,postgresB,0.0,5.003,P00342
P01028,postgresB,0.0,9.708,P00343
P01029,postgresB,0.0,9.7,P00343
P01030,postgresC,0.0,4.45,P00343
P01031,postgresA,0.0,7.01,P00344
P01032,postgresB,0.0,7.599,P00344
P01033,postgresB,0.0,3.62,P00344
P01034,postgresC,0.0,7.722,P00345
P01035,postgresB,0.0,9.097,P00345
P01036,postgresB,0.0,7.609,P00345
P01037,postgresB,0.0,3.502,P00346
P01038,postgresB,0.0,9.98,P00346
P01039,postgresA,0.0,3.86,P00346
P01040,postgresC,0.0,3.875,P00347
P01041,postgresA,0.0,3.307,P00347
P01042,postgresA,0.0,6.383,P00347
P01043,postgresA,0.0,8.383,P00348
P01044,postgresB,0.0,8.721,P00348
P01045,postgresB,0.0,6.38,P00348
P01046,postgresC,0.0,5.395,P00349
P01047,postgresB,0.0,0.692,P00349
P01048,postgresA,0.0,6.716,P00349
P01049,postgresC,0.0,1.097,P00350
P01050,postgresB,0.0,5.631,P00350
P01051,postgresB,0.0,5.203,P00350
P01052,postgresC,0.0,1.758,P00351
P01053,postgresA,0.0,0.474,P00351
P01054,postgresA,0.0,6.421,P00351
P01055,postgresA,0.0,6.402,P00352
P01056,postgresC,0.0,9.525,P00352
P01057,postgresB,0.0,2.748,P00352
P01058,postgresA,0.0,5.472,P00353
P01059,postgresC,0.0,3.806,P00353
P01060,postgresC,0.0,2.794,P00353
P01061,postgresB,0.0,7.279,P00354
P01062,postgresB,0.0,6.182,P00354
P01063,postgresA,0.0,2.266,P00354
P01064,postgresA,0.0,0.019,P00355
P01065,postgresC,0.0,2.787,P00355
P01066,postgresC,0.0,1.778,P00355
P01067,postgresB,0.0,3.277,P00356
P01068,postgresB,0.0,4.501,P00356
P01069,postgresC,0.0,1.994,P00356
P01070,postgresA,0.0,9.501,P00357
P01071,postgresC,0.0,6.73,P00357
P01072,postgresC,0.0,1.658,P00357
P01073,postgresC,0.0,5.158,P00358
P01074,postgresC,0.0,9.768,P00358
P01075,postgresB,0.0,5.802,P00358
P01076,postgresA,0.0,6.849,P00359
P01077,postgresC,0.0,7.06,P00359
P01078,postgresA,0.0,3.051,P00359
P01079,postgresB,0.0,4.162,P00360
P01080,postgresB,0.0,8.543,P00360
P01081,postgresB,0.0,5.909,P00360
P01082,postgresA,0.0,8.82,P00361
P01083,postgresC,0.0,5.915,P00361
P01084,postgresC,0.0,2.653,P00361
P01085,postgresC,0.0,4.769,P00362
P01086,postgresB,0.0,7.126,P00362
P01087,postgresA,0.0,4.539,P00362
P01088,postgresC,0.0,3.779,P00363
P01089,postgresA,0.0,2.341,P00363
P01090,postgresB,0.0,8.528,P00363
P01091,postgresB,0.0,0.06,P00364
P01092,postgresB,0.0,5.091,P00364
P01093,postgresA,0.0,3.57,P00364
P01094,postgresB,0.0,8.757,P00365
P01095,postgresC,0.0,8.559,P00365
P01096,postgresB,0.0,6.173,P00365
P01097,postgresB,0.0,7.347,P00366
P01098,postgresB,0.0,9.391,P00366
P01099,postgresC,0.0,8.187,P00366
P01100,postgresB,0.0,1.411,P00367
P01101,postgresB,0.0,3.193,P00367
P01102,postgresA,0.0,6.673,P00367
P01103,postgresC,0.0,8.632,P00368
P01104,postgresA,0.0,8.586,P00368
P01105,postgresB,0.0,6.627,P00368
P01106,postgresB,0.0,2.789,P00369
P01107,postgresA,0.0,6.1,P00369
P01108,postgresB,0.0,8.203,P00369
P01109,postgresA,0.0,4.304,P00370
P01110,postgresA,0.0,4.311,P00370
P01111,postgresC,0.0,6.015,P00370
P01112,postgresC,0.0,5.604,P00371
P01113,postgresA,0.0,8.039,P00371
P01114,postgresA,0.0,6.501,P00371
P01115,postgresC,0.0,6.381,P00372
P01116,postgresC,0.0,8.835,P00372
P01117,postgresB,0.0,2.023,P00372
P01118,postgresA,0.0,5.059,P00373
P01119,postgresA,0.0,0.742,P00373
P01120,postgresC,0.0,9.055,P00373
P01121,postgresC,0.0,7.733,P00374
P01122,postgresB,0.0,2.264,P00374
P01123,postgresB,0.0,7.03,P00374
P01124,postgresB,0.0,0.828,P00375
P01125,postgresA,0.0,4.853,P00375
P01126,postgresB,0.0,5.617,P00375
P01127,postgresB,0.0,9.569,P00376
P01128,postgresA,0.0,9.623,P00376
P01129,postgresA,0.0,3.565,P00376
P01130,postgresA,0.0,2.621,P00377
P01131,postgresB,0.0,2.021,P00377
P01132,postgresB,0.0,7.928,P00377
P01133,postgresC,0.0,9.931,P00378
P01134,postgresB,0.0,4.515,P00378
P01135,postgresA,0.0,8.709,P00378
P01136,postgresC,0.0,5.942,P00379
P01137,postgresC,0.0,0.821,P00379
P01138,postgresA,0.0,4.154,P00379
P01139,postgresB,0.0,1.318,P00380
P01140,postgresA,0.0,0.952,P00380
P01141,postgresB,0.0,2.14,P00380
P01142,postgresA,0.0,5.658,P00381
P01143,postgresB,0.0,6.493,P00381
P01144,postgresA,0.0,9.166,P00381
P01145,postgresA,0.0,3.905,P00382
P01146,postgresC,0.0,0.618,P00382
P01147,postgresA,0.0,4.628,P00382
P01148,postgresA,0.0,5.152,P00383
P01149,postgresB,0.0,5.392,P00383
P01150,postgresB,0.0,6.956,P00383
P01151,postgresC,0.0,2.425,P00384
P01152,postgresC,0.0,4.874,P00384
P01153,postgresC,0.0,1.471,P00384
P01154,postgresA,0.0,0.795,P00385
P01155,postgresB,0.0,5.736,P00385
P01156,postgresB,0.0,1.594,P00385
P01157,postgresA,0.0,2.18,P00386
P01158,postgresB,0.0,7.453,P00386
P01159,postgresC,0.0,9.381,P00386
P01160,postgresA,0.0,2.22,P00387
P01161,postgresC,0.0,0.818,P00387
P01162,postgresB,0.0,9.785,P00387
P01163,postgresB,0.0,6.981,P00388
P01164,postgresB,0.0,7.281,P00388
P01165,postgresC,0.0,9.982,P00388
P01166,postgresB,0.0,7.451,P00389
P01167,postgresC,0.0,6.121,P00389
P01168,postgresB,0.0,5.862,P00389
P01169,postgresC,0.0,7.935,P00390
P01170,postgresC,0.0,2.973,P00390
P01171,postgresB,0.0,4.944,P00390
P01172,postgresB,0.0,3.849,P00391
P01173,postgresC,0.0,6.306,P00391
P01174,postgresB,0.0,1.35,P00391
P01175,postgresA,0.0,7.061,P00392
P01176,postgresA,0.0,5.92,P00392
P01177,postgresB,0.0,2.922,P00392
P01178,postgresC,0.0,4.05,P00393
P01179,postgresA,0.0,1.491,P00393
P01180,postgresC,0.0,5.75,P00393
P01181,postgresB,0.0,7.256,P00394
P01182,postgresC,0.0,2.813,P00394
P01183,postgresB,0.0,0.494,P00394
P01184,postgresA,0.0,1.06,P00395
P01185,postgresC,0.0,3.156,P00395
P01186,postgresA,0.0,1.041,P00395
P01187,postgresC,0.0,7.366,P00396
P01188,postgresC,0.0,4.718,P00396
P01189,postgresC,0.0,4.821,P00396
P01190,postgresC,0.0,1.403,P00397
P01191,postgresC,0.0,3.561,P00397
P01192,postgresC,0.0,2.925,P00397
P01193,postgresB,0.0,2.393,P00398
P01194,postgresC,0.0,3.405,P00398
P01195,postgresB,0.0,5.891,P00398
P01196,postgresB,0.0,3.432,P00399
P01197,postgresC,0.0,3.595,P00399
P01198,postgresA,0.0,6.534,P00399
P01199,postgresC,0.0,5.573,P00400
P01200,postgresC,0.0,7.378,P00400
P01201,postgresC,0.0,4.436,P00400
P01202,postgresA,0.0,6.802,P00401
P01203,postgresA,0.0,9.021,P00401
P01204,postgresA,0.0,6.621,P00401
P01205,postgresA,0.0,3.806,P00402
P01206,postgresB,0.0,0.268,P00402
P01207,postgresB,0.0,7.106,P00402
P01208,postgresB,0.0,3.357,P00403
P01209,postgresC,0.0,7.85,P00403
P01210,postgresA,0.0,1.901,P00403
P01211,postgresB,0.0,6.229,P00404
P01212,postgresC,0.0,6.315,P00404
P01213,postgresB,0.0,0.113,P00404
P01214,postgresA,0.0,3.826,P00405
P01215,postgresA,0.0,7.082,P00405
P01216,postgresA,0.0,9.157,P00405
P01217,postgresA,0.0,5.362,P00406
P01218,postgresB,0.0,7.512,P00406
P01219,postgresA,0.0,6.79,P00406
P01220,postgresC,0.0,5.937,P00407
P01221,postgresA,0.0,2.637,P00407
P01222,postgresC,0.0,5.719,P00407
P01223,postgresC,0.0,1.434,P00408
P01224,postgresA,0.0,0.739,P00408
P01225,postgresB,0.0,9.337,P00408
P01226,postgresB,0.0,9.89,P00409
P01227,postgresA,0.0,0.386,P00409
P01228,postgresA,0.0,4.963,P00409
P01229,postgresA,0.0,3.97,P00410
P01230,postgresC,0.0,1.961,P00410
P01231,postgresB,0.0,2.104,P00410
P01232,postgresB,0.0,4.023,P00411
P01233,postgresB,0.0,0.392,P00411
P01234,postgresA,0.0,5.897,P00411
P01235,postgresC,0.0,6.83,P00412
P01236,postgresC,0.0,3.335,P00412
P01237,postgresC,0.0,0.09,P00412
P01238,postgresA,0.0,5.209,P00413
P01239,postgresB,0.0,7.244,P00413
P01240,postgresB,0.0,5.159,P00413
P01241,postgresC,0.0,0.085,P00414
P01242,postgresA,0.0,0.81,P00414
P01243,postgresB,0.0,3.005,P00414
P01244,postgresC,0.0,8.881,P00415
P01245,postgresC,0.0,0.435,P00415
P01246,postgresB,0.0,3.862,P00415
P01247,postgresC,0.0,7.441,P00416
P01248,postgresC,0.0,9.023,P00416
P01249,postgresC,0.0,9.918,P00416
P01250,postgresC,0.0,0.84,P00417
P01251,postgresC,0.0,8.295,P00417
P01252,postgresB,0.0,3.634,P00417
P01253,postgresB,0.0,2.955,P00418
P01254,postgresC,0.0,8.353,P00418
P01255,postgresB,0.0,9.794,P00418
P01256,postgresA,0.0,0.389,P00419
P01257,postgresC,0.0,0.171,P00419
P01258,postgresC,0.0,9.765,P00419
P01259,postgresA,0.0,7.415,P00420
P01260,postgresA,0.0,1.727,P00420
P01261,postgresC,0.0,3.852,P00420
P01262,postgresA,0.0,6.472,P00421
P01263,postgresA,0.0,8.184,P00421
P01264,postgresB,0.0,2.217,P00421
P01265,postgresB,0.0,8.913,P00422
P01266,postgresC,0.0,9.908,P00422
P01267,postgresA,0.0,6.395,P00422
P01268,postgresB,0.0,3.488,P00423
P01269,postgresC,0.0,4.427,P00423
P01270,postgresB,0.0,9.901,P00423
P01271,postgresB,0.0,1.642,P00424
P01272,postgresB,0.0,3.178,P00424
P01273,postgresA,0.0,5.756,P00424
P01274,postgresB,0.0,1.166,P00425
P01275,postgresC,0.0,1.284,P00425
P01276,postgresA,0.0,8.124,P00425
P01277,postgresA,0.0,4.501,P00426
P01278,postgresB,0.0,3.366,P00426
P01279,postgresB,0.0,3.823,P00426
P01280,postgresB,0.0,1.708,P00427
P01281,postgresA,0.0,5.174,P00427
P01282,postgresB,0.0,2.631,P00427
P01283,postgresC,0.0,4.192,P00428
P01284,postgresC,0.0,9.097,P00428
P01285,postgresB,0.0,7.735,P00428
P01286,postgresC,0.0,1.863,P00429
P01287,postgresC,0.0,0.454,P00429
P01288,postgresA,0.0,6.301,P00429
P01289,postgresB,0.0,6.27,P00430
